frame ID,TREATMENT,Date,Time,Trial No.,first Attacking Time,First Attacker,No. of Attacker,Time After first Attck*,ID of attackers,Retreat,Activity**,Attacking part,No of comers,Id of comers,Retreat,Activity,Coming and Going back,Retreat,Activity,Attacking part,Pulling Towards,start time of pulling*,end time pulling,total time for pulling,intensity of pulling ***,Remarks
,,4/5/16,2:14 pm,19,30,UNMARKED,4,,UNMARKED,G,,AN,3,GWBl,G,,,,,,G,,,,1,
,,,,,,,,,UNMARKED,R,,W/AB,,GBR,G,,,,,,,,,,,
,,,,,,,,,RYR,G,TP-G,W,,RBG,G,,,,,,,,,,,
,,,,,,,,,RB,G,,W,,,,,,,,,,,,,,
,,4/7/16,10:55 am,20,3,RB,7,,RB,R,,AB,1,RY,G,, -GBl,,,,,,,,0,
,,,,,,,,,RBl,G,TP-G,H,,,,,,,,,,,,,,
,,,,,,,,,GBl,G,,L,,,,,,,,,,,,,,
,,,,,,,,,UNMARKED,R,,L/H,,,,,,,,,,,,,,
,,,,,,,,,RBG,G,,L,,,,,,,,,,,,,,
,,,,,,,,,GWR,R,,W,,,,,,,,,,,,,,
,,,,,,,,,GY,G,,T,,,,,,,,,,,,,,
,,4/8/16,1:01 pm,21,13,GWBl,3,,GWBl,R,,L,1,GWB,R,, -GWBl,,,,,,,,0,
,,,,,,,,,GYB,R,,L,,,,, +GWBl,,,,,,,,,
,,,,,,,,,RR,R,,AB,,,,, -RR,,,,,,,,,
,,4/13/16,3:05 pm,22,6,GBl,5,,GBl,UP,,W,0,,,,,,,,,,,,0,
,,,,,,,,,GY,UP,,T,,,,,,,,,,,,,,
,,,,,,,,,RBl,G,,W,,,,,,,,,,,,,,
,,,,,,,,,GYBl,R,,L,,,,,,,,,,,,,,
,,,,,,,,,RB,G,,AB,,,,,,,,,,,,,,
,,4/14/16,11:45 am,23,67,RB,4,,RB,UP,,T,2,GWG,G,, -GBl,,,,,,,,0,
,,,,,,,,,RBl,R,TP-R,AB,,UNMARKED,R,, -RBl,,WEB,,,,,,,
,,,,,,,,,GBl,G,,W,,,,, +RBl,,,AB,,,,,,
,,,,,,,,,UNMARKED,R,,T/AB,,,,, +GBl,,,AB,,,,,,
,,4/15/16,1:54 pm,24,32,GYB,6,,GYB,TOP, ,L/AB,2,GBl,R,, -GYBl,,WEB,,,,,,0,
,,,,,,,,,GY,G,,AN/H,,GWG,G,, -GBW,,,,,,,,,
,,,,,,,,,GYBl,G,,L,,,,, -RB,,,H,,,,,,
,,,,,,,,,RB,R,,H/T,,,,,,,,,,,,,,
,,,,,,,,,GBW,R,,L,,,,,,,,,,,,,,
,,,,,,,,,GWR,R,,L/T,,,,,,,,,,,,,,
,,4/16/16,2:40 pm,25,5,GYB,8,,GYB,TOP,,L/AB,3,UNMARKED,R,, -RBl,,WEB,,,,,,0,
,,,,,,,,,GY,TOP,,W/H/T,,GWR,R,, -UNMARKED,R,,,,,,,,
,,,,,,,,,RB,TOP,,W/T,,GWG,G,, +RBl,,TP-G,A,,,,,,
,,,,,,,,,RBG,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,GWR,R,,L/AB,,,,,,,,,,,,,,
,,,,,,,,,GBW,R,,T/AB,,,,,,,,,,,,,,
,,,,,,,,,RBl,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,UNMARKED,R,,L,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
