"ID","TRANSITIVITY","BETWEENNESS","NODE_STRENGTH","EIGENVECTOR"
1,0,0,0,0.00119819197100318
2,0,66,0.9762,0.0334181842498514
3,0,0,0,0.00119819197100318
4,0,0,0,0.00119819197100318
5,0.216559085701512,39,1.1929,0
6,0,34,2,0.505893854191528
7,0.239388794567063,83,1.1191,0
8,0,0,0.2,0
9,0,0,0,0.00119819197100318
10,0.781625839668557,16,0.8287,0
11,0,0,0.25,0
12,0,0,0,0.00119819197100318
13,0,0,0,0.00119819197100318
14,0,0,0,0.00119819197100318
15,0,0,0.75,0.00380599811498193
16,0,0,0,0.00119819197100318
17,0,0,0,0.00119819197100318
18,0,0,0.5,0.169063163580927
19,0,0,0,0.00119819197100318
20,0,0,0.7,0
21,0,0,0,0.00119819197100318
22,0,39,1.5,0.343627639786328
23,0,0,1,0.662810265327765
24,0,0,0,0.00119819197100318
25,0,0,0.5,0.169062456927634
26,0,0,0,0.00119819197100318
27,1,0,0.4,0
28,0,48,1.25,0.248443153687725
29,0,6,1.5,0.831873483809765
30,0,0,0,0.00119819197100318
31,0.81416093662888,0,1.0762,0
32,0,0,0,0.00119819197100318
33,0,4,2,1
34,0,0,0,0.00119819197100318
35,0.274858295705639,64,1.487,0
36,0,0,0.2,0
37,0,0,0,0.00119819197100318
38,0,0,0,0.00119819197100318
39,1,0,0.3429,0
40,0.516987111768434,42,0.9466,0
