"ID","TRANSITIVITY","BETWEENNESS","NODE_STRENGTH","EIGENVECTOR"
1,0.207661290322581,67.5,1.0416,0.731401856577352
2,0,0,0.1429,0.116782631538553
3,0.208539553752536,163,1.2325,0.682403851404289
4,0.340099656918804,145,1.2242,0.79620769583295
5,0.267699071907659,71,1.2822,0.878329746523942
6,0.805568517654379,7,0.6429,0.464078802031652
7,0.202062813603419,29.5,1.0762,0.774013081251052
8,0.150213286989494,119,1.2659,0.86732881192676
9,0.168933685618293,51,1.0219,0.660212599022875
10,0,2,0.3334,0.261604486868163
11,0.500329283150581,26,1.0123,0.692551459940507
12,0,0,0,0.0817143315090723
13,0.49123442808607,4,0.883,0.653994872414938
14,0.206891447368421,350,1.52,1
15,0.207996730140412,11,1.0398,0.790378161607408
16,0,0,0,0.0817143315090723
17,0,0,0.25,0.18606471708984
18,0.25562101910828,120,1.256,0.791763046501304
19,0.225285818114696,54,1.2383,0.789379170415592
20,0.26132749653908,60.5,0.8909,0.536970769682681
21,0.335908515560211,79,0.9819,0.698099786921338
22,0.239868920256902,110,1.2681,0.732421135306544
23,0.449522142953291,59,0.7429,0.415161834149458
24,0.118070120025268,91,1.583,0.983730086728255
25,0.336503234593122,126,1.335,0.97862878652012
26,0.13521384589782,2,0.8012,0.499776977714936
27,0.172895335608646,49,0.7032,0.427415533429904
28,0,0,0,0.0817143315090723
29,0,0,0.9,0.431439623948606
30,0,0,0,0.0817143315090723
31,0.317386289554185,8,0.6647,0.478678033434229
32,0,0,0.6917,0.496772641254154
33,0,0,0.75,0.3165940526823
34,0.115332584082584,3,1.2012,0.874578237033246
35,0,0,0,0.0817143315090723
36,0.628911693905993,20,0.5262,0.311703623352995
37,0.205882352941176,31,0.85,0.341373090005275
38,0.261614294516328,62.5,0.6492,0.479922331696191
39,0,0,0,0.0817143315090723
40,0.193367083376382,41,0.9679,0.549471901428644
