"ID","TRANSITIVITY","BETWEENNESS","NODE_STRENGTH","EIGENVECTOR"
1,0.478021978021978,74,0.56,0.28673926130286
2,0.44363395225464,155,1.16,0.715419847003657
3,0,0,0,0.0387317123720509
4,0.725274725274726,36,0.56,0.414626684658118
5,0.543859649122806,83,0.84,0.467864465837953
6,0.469720496894409,138,1.12,0.684982646059746
7,0.853146853146853,12,0.52,0.380328579069743
8,0.657004830917873,79,0.92,0.643101663167362
9,1,0,0.2,0.118849289753191
10,0.805555555555556,31,0.36,0.276337055806602
11,0.671874999999998,56,0.88,0.603426143127915
12,1.04545454545455,0,0.44,0.377907794024422
13,1.07142857142857,0,0.32,0.184887429557179
14,0.527777777777778,106,0.72,0.413358937617277
15,1.07142857142857,0,0.32,0.18488743083731
16,1,0,0.08,0.0382923812481969
17,1.07142857142857,0,0.32,0.184887429891368
18,1.10714285714286,0,0.32,0.220543446491337
19,0.707017543859649,55,0.76,0.559657784650111
20,0.966666666666667,13,0.24,0.209911812475644
21,0.536340852130325,80,0.84,0.534180943466785
22,0.641666666666667,37,0.64,0.385630426806214
23,1.10714285714286,0,0.32,0.220543446990059
24,0.490217391304348,47,0.92,0.551546706898325
25,0.706293706293707,77,0.52,0.313321850797107
26,0,0,0,0.0387317123720509
27,0.820833333333334,20,0.48,0.366384041775981
28,0,0,0,0.0387317123720509
29,0.730769230769232,35,0.52,0.314864798475074
30,0.373706896551722,110,1.6,1
31,0.559027777777778,63,0.72,0.420466532891403
32,0.666666666666667,19,0.56,0.39814509656666
33,1,0,0.08,0.0185809713737918
34,0.651282051282052,27,0.6,0.33706852062167
35,1.3,8,0.2,0.154542375049931
36,0.5,0,0.16,0.0563503249601068
37,1.04761904761905,3,0.28,0.206402410098532
38,0.833333333333334,18,0.36,0.212098865215166
39,0.928571428571429,6,0.32,0.177608926529042
40,1,0,0.08,0.0319989319233926
