"ID","TRANSITIVITY","BETWEENNESS","EIGENVECTOR","NODE_STRENGTH","NODE_DEGREE"
1,0,46,0.126122080072008,0.7,3
2,0,26,0.302801688097488,1.25,2
3,0,0,0.0414498757991217,0.3333,1
4,0.257260869565217,107,0.149543328478043,1.15,5
5,0.0494438077260163,177,0.516446133643647,1.4833,6
6,0.300012000480019,147,0.071220331081155,0.8333,3
7,0.134159666734959,137,0.220885358680078,0.9762,4
8,0,52,0.917933692145614,1.3333,2
9,0,27,0.690825321554682,1.3333,2
10,0,29,0.464127374047112,1.3333,2
11,0,0,0.171574497404991,1,1
12,0,0,0.0502123378017502,0.45,2
13,0.0877276076202505,96,0.14004201936555,0.9501,5
14,0,146,0.0878172993575275,0.8333,3
15,0,81,0.569099599121915,1,3
16,0.488674458639123,246,0.0759437376143636,0.7358,4
17,0.323539791776954,74,0.069109048112039,0.5667,3
18,0.233478029766123,415,0.178314836016567,1.1288,7
19,0,13,0.105664670632692,0.7,3
20,0,0,0.385974008997345,1,1
21,0.222222222222222,94,0.153032972605653,0.9,3
22,0,26,0.717645459459403,1.3333,2
23,0,0,0.0210971731588656,0.2,1
24,0.130820924655624,243,0.126845012226055,1.1954,7
25,0,53,0.311431477006792,0.7,3
26,0,0,0.0612242002121679,0.3333,1
27,0.122081969767804,123,0.339215677656725,1.2834,6
28,0,27,0.307615399100497,1.3333,2
29,0.0591410831321145,177,0.225994528390462,1.1596,6
30,0,28,0.206315500727353,1.5,2
31,0.0763958333333333,80,0.20132238558532,1.2,5
32,0,51,1,1.5,2
33,0,46,0.126122080072008,0.7,3
34,0,26,0.302801688097488,1.25,2
35,0,0,0.0414498757991217,0.3333,1
36,0.257260869565217,107,0.149543328478043,1.15,5
37,0.0494438077260163,177,0.516446133643647,1.4833,6
38,0.300012000480019,147,0.071220331081155,0.8333,3
39,0.134159666734959,137,0.220885358680078,0.9762,4
40,0,52,0.917933692145614,1.3333,2
