"EDGE_WEIGHT"
0.0909
0.0667
0.125
0.1111
0.1
0.1429
0.1429
0.0769
0.1429
0.125
0.1
0.1
0.0769
0.1538
0.0909
0.0769
0.0714
0.0833
0.1429
0.0833
0.1333
0.1538
0.0667
0.0714
0.1333
0.0714
0.1429
0.0909
0.1
0.1429
0.0909
0.25
0.2
0.0833
0.3333
0.0833
0.1
0.0833
0.0909
0.1667
0.1
0.0833
0.0714
0.0909
0.0769
0.0833
0.0769
0.0667
0.0667
0.0714
0.1333
0.0714
0.0714
0.0714
0.0769
0.0714
0.0769
0.0909
0.1
0.0714
0.1667
0.2
0.0909
0.1667
0.0769
0.1
0.0833
0.2
0.1667
0.1
0.0909
0.2
0.0769
0.0769
0.0714
0.0769
0.0909
0.0909
0.3333
0.0769
0.2857
0.0909
0.1538
0.1538
0.2
0.1
0.0833
0.0909
0.0769
0.1111
0.1429
0.1111
0.0769
0.1
0.25
0.0833
0.1429
0.1667
0.1667
0.1429
0.1667
0.125
0.125
0.2
0.2
0.125
0.0714
0.1538
0.0769
0.0769
0.0714
0.0769
0.0833
0.0714
0.0833
0.0714
0.0833
0.1
0.1667
0.0769
0.1429
0.1
0.125
0.1667
0.1429
0.1429
0.125
0.1
0.0714
0.1667
0.0769
