"ID","TRANSITIVITY","BETWEENNESS","NODE_STRENGTH","EIGENVECTOR"
1,0,0,0,0
2,0,0,0,0
3,0,0,0.0625,0
4,1,1.6,0.25,0.40356693331935
5,0,0,0.0625,0
6,0.333333333333333,2,0.1875,0
7,0.833333333333333,0,0.25,0.377304216501278
8,1.33333333333333,0,0.25,0.495897402205278
9,0,0,0,0
10,1,0,0.125,0
11,1,0,0.25,0.457222324485936
12,0,0,0,0
13,0,0,0.0625,0
14,1,0,0.125,0.0900148212624353
15,0,0,0,0
16,0,0,0,0
17,0,0,0,0
18,0,0,0,0
19,0,0,0,0
20,0,0,0,0
21,0,0,0.125,0.143270036046206
22,0,0,0,0
23,1,0,0.125,0.0900146999781186
24,0.828571428571429,1.26666666666667,0.4375,0.80032859292073
25,0,0,0,0
26,0,0,0,0
27,0.474747474747475,37.4666666666667,0.6875,1
28,0,0,0,0
29,0,0,0,0
30,0,0,0,0
31,0,0,0,0
32,0.339285714285714,50.5,0.5,0.526482353737004
33,0.571428571428571,10.2666666666667,0.4375,0.794476925419838
34,0.733333333333333,19.8,0.375,0.616362329696537
35,1,0,0.125,0
36,0,0,0,0
37,0,0,0,0
38,0,0,0,0
39,0.30952380952381,20.1,0.4375,0.468645534323193
40,0,0,0,0
