"ID","TRANSITIVITY","BETWEENNESS","EIGENVECTOR","NODE_STRENGTH","NODE_DEGREE"
1,0,14.5,0.00389867040580792,0.75,3
2,0.317478455458744,30,0.022498384763026,0.7001,4
3,0,38,0.725861100273667,1.25,2
4,0.0806586077532305,71,0.00316576704358813,0.9596,5
5,0.676460208223046,0,0.0259627281886726,0.5667,3
6,0,0,0.000554715260443348,0.25,1
7,0.079232225245475,62.5,0.0164100323946146,0.8453,5
8,0.205727910839629,118,0.0251895813192601,1.2442,7
9,0,18,0.00948975810958046,0.8286,4
10,0,54,0.00653561450773162,0.8096,4
11,0.0458888710454472,109,0.0217179814539405,1.2454,7
12,0,2,0.00527116340646524,0.5833,2
13,0.255037448659096,51,0.0275853272354855,1.2417,6
14,0,23,0.00624009893382002,1.0333,4
15,0.183201564226813,139,0.142498527320963,1.1763,7
16,0,4.5,0.00452024996319037,0.75,3
17,0.171853840488465,84.5,0.0110900527361224,1.2026,8
18,0.333333333333333,25,0.00524663266166529,0.5716,4
19,0,0,0.00483358433237828,0.25,1
20,0,0,0.700892078040734,1,1
21,0,4,0.00431063967425725,0.4,2
22,0,20,1,2,2
23,0.121231955201629,38,0.00627408874918596,0.9167,4
24,0,66,0.00458752921408243,0.65,3
25,0,14.5,0.00389867040580792,0.75,3
26,0.317478455458744,30,0.022498384763026,0.7001,4
27,0,38,0.725861100273667,1.25,2
28,0.0806586077532305,71,0.00316576704358813,0.9596,5
29,0.676460208223046,0,0.0259627281886726,0.5667,3
30,0,0,0.000554715260443348,0.25,1
31,0.079232225245475,62.5,0.0164100323946146,0.8453,5
32,0.205727910839629,118,0.0251895813192601,1.2442,7
33,0,18,0.00948975810958046,0.8286,4
34,0,54,0.00653561450773162,0.8096,4
35,0.0458888710454472,109,0.0217179814539405,1.2454,7
36,0,2,0.00527116340646524,0.5833,2
37,0.255037448659096,51,0.0275853272354855,1.2417,6
38,0,23,0.00624009893382002,1.0333,4
39,0.183201564226813,139,0.142498527320963,1.1763,7
40,0,4.5,0.00452024996319037,0.75,3
