"ID","TRANSITIVITY","BETWEENNESS","EIGENVECTOR","NODE_STRENGTH","NODE_DEGREE"
1,0.252553179869474,265,0.868834384587913,1.6902,14
2,0.305141930251419,86,0.566005638790621,1.0275,7
3,0,0,0.237939647512685,0.5333,2
4,0.161767127799737,9,0.340719789911343,0.8096,4
5,0,0,0.299976866801556,0.6429,2
6,0.0679613771408598,41,0.405339883318681,1.1444,5
7,0.274411061795835,42,0.430883085648784,0.8787,5
8,0.254368635437882,130,0.714980081040679,1.2275,9
9,0.279730156502211,92,0.834019261471344,1.4249,9
10,0.166666666666667,29,0.283286523685559,0.75,3
11,0,31,1,1.25,2
12,0.199483022721471,20,0.405341660662676,0.7834,5
13,0.276114754931869,24,0.811722453414758,1.3112,7
14,0.30578961674368,54,0.449417363932851,0.7358,5
15,0,29,0.986819363511779,1.2,2
16,0,0,0.114252414085418,0.25,1
17,0.230603576308442,97,0.685773166851,1.1222,7
18,0.337275729321184,100,0.779036540532208,1.4157,9
19,0.18377410786465,67,0.681222897584765,1.237,8
20,0,0,0.0867724587218973,0.1429,1
21,0.25,29,0.446591137379785,1,3
22,0.167986846344417,68,0.645642016923156,1.2859,8
23,0,3,0.376594821489807,0.7858,4
24,0.266347287735849,197,0.657097538163745,1.3568,11
25,0.267656272678891,141,0.809959910329028,1.5032,12
26,0.358942240779402,75,0.546720374563851,0.958,7
27,0.177072783510798,45,0.548672207085825,1.0438,8
28,0,0,0.236541828497491,0.75,2
29,0.0295353523080506,78,0.529337218017556,1.4109,8
30,0.269691623479252,142,0.703326091249725,1.2092,10
31,1,0,0.194499433942505,0.3096,2
32,0,3,0.412004810660186,0.9833,4
33,0.201781759064276,54,0.702484124005577,1.3093,8
34,0.252553179869474,265,0.868834384587913,1.6902,14
35,0.305141930251419,86,0.566005638790621,1.0275,7
36,0,0,0.237939647512685,0.5333,2
37,0.161767127799737,9,0.340719789911343,0.8096,4
38,0,0,0.299976866801556,0.6429,2
39,0.0679613771408598,41,0.405339883318681,1.1444,5
40,0.274411061795835,42,0.430883085648784,0.8787,5
