"ID","TRANSITIVITY","BETWEENNESS","NODE_STRENGTH","EIGENVECTOR"
1,1.13748031496063,1,0.889,0.528907173649263
2,0.705326156812339,19,0.778,0.348161459586808
3,0.992905392656328,4,0.7227,0.264050750013791
4,1.62505623031939,0,0.2223,0.0859447904545141
5,0,0,0,0.0305329191627875
6,0,0,0,0.0305329191627875
7,0,0,0,0.0305329191627875
8,0,0,0,0.0305329191627875
9,1.14604207030169,4,0.7226,0.27818312057511
10,0,0,0,0.0305329191627875
11,0.887152190674586,36,1.0561,0.42205705526136
12,0.852203958128884,4,0.6114,0.281722275688863
13,1.25243935677296,2,0.6115,0.245910489592906
14,0,0,0,0.0305329191627875
15,0,0,0,0.0305329191627875
16,1.1717634232761,0,0.6115,0.245910484953235
17,1.1717634232761,0,0.6115,0.245910486658141
18,0,0,0,0.0305329191627875
19,0,0,0,0.0305329191627875
20,0,0,0,0.0305329191627875
21,1.1717634232761,1,0.6115,0.245910491905769
22,1.16666666666667,8,0.2224,0.131494467021642
23,0,0,0,0.0305329191627875
24,0.908783349611884,12,1.1116,0.453870161787894
25,0,0,0,0.0305329191627875
26,0,0,0,0.0305329191627875
27,0,0,0,0.0305329191627875
28,0.835603762915744,44,1.1116,0.463946550069895
29,0.908607266435987,15,0.7225,0.367794924258974
30,1,0,0.278,0.132298946379317
31,0,0,0,0.0305329191627875
32,0,0,0.0556,0.043975003214995
33,0,0,0,0.0305329191627875
34,0,0,0,0.0305329191627875
35,0,0,0,0.0305329191627875
36,0,0,0,0.0305329191627875
37,0,0,0,0.0305329191627875
38,0,0,0,0.0305329191627875
39,0.259040761131694,97,3.6116,1
40,0,0,0,0.0305329191627875
