"ID","TRANSITIVITY","BETWEENNESS","EIGENVECTOR","NODE_STRENGTH","NODE_DEGREE"
1,0,17,0.00400780732203591,1.2833,4
2,0,0,0.00184086333240738,0.5,2
3,0.117858585858586,31,0.00472356511703045,0.825,4
4,0,0,0.0254935430330239,0.6666,2
5,0,36,0.715766577363059,1.1667,2
6,0.148165763023558,92,0.0213530385303988,1.0513,7
7,0,52,0.010324529784616,0.9262,4
8,0,0,0.00162734026668232,0.1667,1
9,0,19,1,2,2
10,1,0,0.00306229327465432,0.4167,2
11,0,0,0.0115385496951636,0.1667,1
12,0.0888134522775716,127,0.0982884122196395,1.2667,8
13,0,0,0.000940709334881881,0.3333,1
14,0,0,0.00204421536457755,0.25,1
15,0.534587207664131,0,0.0132351527276804,0.9464,4
16,0.598388873588543,25,0.00215878779200134,0.7262,3
17,0.155968356801304,108,0.00623666315003952,1.2966,8
18,0,0,0.00204421536457752,0.25,1
19,0,0,0.704228027667895,1,1
20,0.374981250937453,12,0.00374559679477592,0.6667,3
21,1,0,0.00377618589974545,0.3096,2
22,0,0,0.00204421536457751,0.25,1
23,0.0280510407755917,128,0.011611099156886,1.4028,7
24,0.119996160122876,61,0.00370336176883673,1.0417,4
25,0,0,0.00204421536457753,0.25,1
26,0.238966761081657,135,0.0138621139726367,1.1802,8
27,0,17,0.00400780732203591,1.2833,4
28,0,0,0.00184086333240738,0.5,2
29,0.117858585858586,31,0.00472356511703045,0.825,4
30,0,0,0.0254935430330239,0.6666,2
31,0,36,0.715766577363059,1.1667,2
32,0.148165763023558,92,0.0213530385303988,1.0513,7
33,0,52,0.010324529784616,0.9262,4
34,0,0,0.00162734026668232,0.1667,1
35,0,19,1,2,2
36,1,0,0.00306229327465432,0.4167,2
37,0,0,0.0115385496951636,0.1667,1
38,0.0888134522775716,127,0.0982884122196395,1.2667,8
39,0,0,0.000940709334881881,0.3333,1
40,0,0,0.00204421536457755,0.25,1
