"ID","TRANSITIVITY","BETWEENNESS","NODE_STRENGTH","EIGENVECTOR"
1,1,0,0.1176,0.146873374853676
2,0,0,0.0588,0.109486619038545
3,0.5,2,0.294,0.324017584206516
4,0,0,0,0.0447547464319616
5,0,0,0,0.0447547464319616
6,0.5,16,0.2352,0.224358765287473
7,0.15,76,0.294,0.328778976077033
8,0,0,0,0.0447547464319616
9,0.380952380952381,17,0.5292,0.592101733211542
10,0,0,0,0.0447547464319616
11,1,1,0.1764,0.214861840889518
12,0.35,62,0.588,0.658339156703274
13,0,0,0,0.0447547464319616
14,0,0,0,0.0447547464319616
15,1,0,0.1176,0.170107045089607
16,0,0,0.0588,0.031312196483849
17,0,0,0,0.0447547464319616
18,0,0,0,0.0447547464319616
19,0,0,0,0.0447547464319616
20,0,0,0,0.0447547464319616
21,0.571428571428571,34,0.4704,0.681906909768088
22,0.800042507970244,14,0.4705,0.794972032161006
23,0.5,56,0.2352,0.259258529616402
24,0,0,0,0.0447547464319616
25,0,0,0,0.0447547464319616
26,0,0,0.0588,0.0454923259068187
27,0,0,0,0.0447547464319616
28,0,0,0,0.0447547464319616
29,1,0,0.1176,0.217316600065001
30,0,0,0,0.0447547464319616
31,0.344444444444444,53,0.588,0.753716786856667
32,1.1,13,0.294,0.543045882179381
33,0,0,0,0.0447547464319616
34,0.69047619047619,8,0.4116,0.742279291539661
35,0,0,0,0.0447547464319616
36,0,0,0,0.0447547464319616
37,0,0,0,0.0447547464319616
38,0,0,0,0.0447547464319616
39,0.500009661462359,47,0.6469,1
40,0,0,0,0.0447547464319616
