"ID","TRANSITIVITY","BETWEENNESS","EIGENVECTOR","NODE_STRENGTH","NODE_DEGREE"
1,0.285714285714286,11,0.265769163959414,0.875,4
2,0,0,0.0434426820091517,0.3333,1
3,0.181818181818182,86,0.293772884328894,1.3882,7
4,1,4,0.124849263785718,0.7,2
5,0.110758772596081,62,0.222422350992227,1.3166,5
6,0.14067778990592,134,0.247165299423816,1.2826,7
7,0.220921480072894,155,0.339400340812967,1.2621,7
8,0,85,0.196287285280515,1.0358,5
9,0,26,1,1.25,2
10,0,0,0.0470020468629634,0.2,1
11,0.166666666666667,35,0.161175161007193,0.8,4
12,0,0,0.0698314392659649,0.25,1
13,0.137619729164373,62,0.137082507035633,0.9083,4
14,0,0,0.950822121319881,1,1
15,0.206577805820648,149,0.270864892441463,1.2679,6
16,1,0,0.156327173459779,0.6666,2
17,0.170740036099322,72,0.163747172425251,1.3666,4
18,0,14,0.112650680708419,0.4762,2
19,1,0,0.130740153142609,0.6429,2
20,0,0,0.132439819178248,0.6666,2
21,0.325846231282245,53,0.18631691076204,1.0596,4
22,0,74,0.221623893418709,1.1,5
23,0,9,0.082542736499295,0.5333,2
24,0.32628588223768,145,0.248818881313469,1.0207,6
25,0.0899185952637244,305,0.310313263036332,1.4864,11
26,0.0846133648418013,33,0.311751763552409,1.2695,7
27,0,41,0.0985515280453435,0.5833,2
28,0.321428571428571,21,0.204347515541911,0.7,3
29,0.0909197697638905,98,0.403597230050081,0.8513,5
30,0.285714285714286,11,0.265769163959414,0.875,4
31,0,0,0.0434426820091517,0.3333,1
32,0.181818181818182,86,0.293772884328894,1.3882,7
33,1,4,0.124849263785718,0.7,2
34,0.110758772596081,62,0.222422350992227,1.3166,5
35,0.14067778990592,134,0.247165299423816,1.2826,7
36,0.220921480072894,155,0.339400340812967,1.2621,7
37,0,85,0.196287285280515,1.0358,5
38,0,26,1,1.25,2
39,0,0,0.0470020468629634,0.2,1
40,0.166666666666667,35,0.161175161007193,0.8,4
