"ID","TRANSITIVITY","BETWEENNESS","NODE_STRENGTH","EIGENVECTOR"
1,0.746031746031746,16,0.3915,0.602272120709686
2,0.333333333333333,30,0.174,0.0490679505821248
3,0.333333333333333,17,0.1305,0.00588694562533734
4,1.16666666666667,0,0.174,0.303631390912788
5,1,0,0.087,0.0482800806935826
6,0,0,0,0.042646167365745
7,0,0,0,0.042646167365745
8,0.1,16,0.2175,0.0430349914306863
9,0,0,0,0.042646167365745
10,0,0,0.0435,0
11,0.571428571428572,52,0.3045,0.363998757039972
12,0,0,0,0.042646167365745
13,0,0,0.087,0
14,0,0,0.0435,0
15,0,0,0,0.042646167365745
16,1,0,0.087,0.182529246704544
17,0,0,0,0.042646167365745
18,0,0,0.0435,0.00498044318303989
19,0,0,0,0.042646167365745
20,1.66666666666667,0,0.1305,0.26929549324333
21,0,0,0,0.042646167365745
22,0,0,0.0435,0.00498040933560625
23,0,0,0.0435,0.000520000532781475
24,0.660714285714286,86,0.348,0.564008876133601
25,0.525252525252525,67,0.4785,0.730394494887011
26,0.866666666666667,0,0.261,0.412390335916554
27,0.533333333333333,42,0.261,0.319766125906182
28,1,0,0.087,0.00615389556813726
29,0,0,0,0.042646167365745
30,0.351190476190476,91,0.783,1
31,0,0,0,0.042646167365745
32,1.16666666666667,0,0.174,0.311193717495588
33,0,0,0.0435,0.0212721568585845
34,1.16666666666667,0,0.174,0.303631452167774
35,0,0,0.0435,0.00498047677966889
36,0.714285714285715,56,0.3045,0.43137755593048
37,0.4,27,0.435,0.554292202736402
38,0,0,0,0.042646167365745
39,0.25,36,0.174,0.182789636559169
40,1,0,0.087,0.0424003526376837
