"ID","TRANSITIVITY","BETWEENNESS","NODE_STRENGTH","EIGENVECTOR"
1,0.253549245785271,58,0.6762,0
2,0,0,0,0.00521164558993168
3,0,0,0,0.00521164558993168
4,0,58,0.8333,0
5,0,0,0,0.00521164558993168
6,0,18,1.2,0
7,0,0,0,0.00521164558993168
8,0.0378753850102669,167,1.1688,0.215371642978861
9,0,58,1,0
10,0,137,0.9524,0.402933243875856
11,0,0,0,0.00521164558993168
12,0,104,0.9583,0.156667810660476
13,0,58,0.6429,0
14,0,0,0,0.00521164558993168
15,0,0,0,0.00521164558993168
16,0,0,0,0.00521164558993168
17,0,0,0.5,0.0533371906432764
18,0,104,0.8333,0.209552392666927
19,0,16,1.1429,0.942021007220175
20,0,0,1,0
21,0,0,0,0.00521164558993168
22,0,16,1.3333,1
23,0.541666666666667,16,0.45,0.0518223924095134
24,2,0,0.3111,0.0273676198397039
25,0,0,0,0.00521164558993168
26,0,0,0,0.00521164558993168
27,0,0,0,0.00521164558993168
28,0.377643171806167,24,0.454,0.0168960791653923
29,0,0,0,0.00521164558993168
30,0,0,0,0.00521164558993168
31,0,0,0,0.00521164558993168
32,0,0,0,0.00521164558993168
33,0,0,0,0.00521164558993168
34,0,58,1,0
35,0.631608030944925,29,0.5429,0
36,0,0,0,0.00521164558993168
37,0,0,0.1429,0.0227414100745778
38,0,0,0,0.00521164558993168
39,0.121837365448151,135,0.9383,0
40,0,0,0,0.00521164558993168
