"ID","TRANSITIVITY","BETWEENNESS","EIGENVECTOR","NODE_STRENGTH","NODE_DEGREE"
1,0.0781942946182428,150,0.300441304037432,1.1124,7
2,1,0,0.136468464280382,0.5333,2
3,0.150939334013779,113.5,0.371681946028643,1.5676,9
4,0.302229784185547,10,0.290004723230861,1.1167,5
5,0.505371141004549,2.5,0.262752227721395,1.0333,4
6,0,3,0.14096103809785,0.7,2
7,0,63,0.644067440490307,1.25,4
8,0.262381141045959,50,0.257238293736411,1.0096,5
9,0,0,0.851863403898662,1,1
10,0.102890011223345,61,0.240750997783736,1.0692,6
11,0.171111544461778,169,0.427271479458917,1.6025,9
12,0,4,0.116634385000653,0.5,2
13,0,26,0.160038922695219,0.95,3
14,0.081259842519685,54,0.302875003309053,0.9525,5
15,0.107940808670279,100.5,0.208349806134019,0.9596,6
16,0,23.5,0.197653454632538,0.7333,3
17,0,0,0.0579666460718441,0.2,1
18,0.384600592284912,45,0.223707284452372,0.8667,4
19,0.2,63,0.306916078730461,1.3096,6
20,0.141033037190877,17,0.278442158230704,0.8667,4
21,0.189529828229313,121,0.300693249899592,1.2026,8
22,0.216621184556297,76,0.3402343956,1.3192,7
23,0,7,0.116549634270456,0.45,2
24,0.159718259855199,108,0.409534855911904,1.7526,10
25,0.296873535202025,49,0.234902389957043,1.0667,5
26,0,25,1,1.5,2
27,0,5,0.390838883696177,1.1999,4
28,0.154232506937596,117,0.331835039839977,1.2458,8
29,0.0781942946182428,150,0.300441304037432,1.1124,7
30,1,0,0.136468464280382,0.5333,2
31,0.150939334013779,113.5,0.371681946028643,1.5676,9
32,0.302229784185547,10,0.290004723230861,1.1167,5
33,0.505371141004549,2.5,0.262752227721395,1.0333,4
34,0,3,0.14096103809785,0.7,2
35,0,63,0.644067440490307,1.25,4
36,0.262381141045959,50,0.257238293736411,1.0096,5
37,0,0,0.851863403898662,1,1
38,0.102890011223345,61,0.240750997783736,1.0692,6
39,0.171111544461778,169,0.427271479458917,1.6025,9
40,0,4,0.116634385000653,0.5,2
