"ID","TRANSITIVITY","BETWEENNESS","NODE_STRENGTH","EIGENVECTOR"
1,1.1,0,0.278,0.17506057242468
2,0,0,0,0.0141795625093011
3,0,0,0,0.0141795625093011
4,0,0,0,0.0141795625093011
5,0,0,0,0.0141795625093011
6,0,0,0,0.0141795625093011
7,1,0,0.1112,0.0353535458917528
8,0,0,0,0.0141795625093011
9,0,0,0.1111,0.162687434379216
10,1,0,0.1668,0.177204197772622
11,0.733237375554756,16,0.2779,0.101346962078258
12,0,0,0,0.0141795625093011
13,1.14275921165381,0,0.389,0.427817888459208
14,0,0,0,0.0141795625093011
15,0,0,0,0.0141795625093011
16,0.549977507872245,11,0.4446,0.427682680193943
17,0,0,0,0.0141795625093011
18,0,0,0,0.0141795625093011
19,1,0,0.1112,0.0163427658261227
20,0.5,17,0.2224,0.178224553496784
21,1.1,0,0.278,0.175060571125258
22,0,0,0.0556,0.081379900695178
23,0,0,0,0.0141795625093011
24,0,0,0,0.0141795625093011
25,0,0,0,0.0141795625093011
26,1,0,0.1112,0.0353535382511921
27,0,0,0,0.0141795625093011
28,0,0,0,0.0141795625093011
29,1.39990404222142,0,0.2779,0.262116273819792
30,0,0,0,0.0141795625093011
31,0,0,0.0556,0.0144444010745533
32,0.42062574076454,97,0.7781,0.628548890399064
33,1.1,0,0.278,0.175060563506119
34,0.733237375554756,16,0.2779,0.101346960851596
35,0,0,0,0.0141795625093011
36,1.1,0,0.278,0.175060564669367
37,0.40903515944399,127,0.6115,0.400566357960469
38,1,0,0.2223,0.230038888632559
39,0.175933393232155,174,1.9448,1
40,0.714212284759702,123,0.3891,0.367466343026732
