"EDGE_WEIGHT"
0.2
0.1667
0.1429
0.1429
0.3333
0.25
0.25
0.125
0.1667
0.1111
0.1429
0.1667
0.1111
0.1667
0.1429
0.125
0.1667
0.1
0.1
0.1667
0.1111
0.125
0.2
0.375
0.1667
0.1667
0.1429
0.2
0.0909
0.1111
0.125
0.1
0.1111
0.1111
0.125
0.1667
0.125
0.1429
0.2
0.5
0.125
0.1111
0.1
0.1
0.125
0.1111
0.1
0.3333
0.25
0.1667
0.3333
0.1667
0.1111
0.1111
0.2
0.1111
0.25
0.2
0.1429
0.1429
0.2
0.3333
0.1667
0.1429
0.1429
0.2
