"ID","TRANSITIVITY","BETWEENNESS","EIGENVECTOR","NODE_STRENGTH","NODE_DEGREE"
1,0,0,0.0333440933725819,1,3
2,0.0901691747811547,67.5,0.00444077876682572,1.0167,5
3,0.0506423318862408,140,0.0975007503995083,1.1287,6
4,0,299.5,0.00720219215264833,0.7,3
5,0,0,0.000943931630366794,0.3667,2
6,0,114,0.687214707309489,1.5,2
7,0,45,0.00710549528812171,0.7,3
8,0,136,0.271709445951206,1.4999,4
9,0.0976610105934189,93.5,0.00918584469508302,1.0667,5
10,0,115,0.0211249131519529,0.5,2
11,0.051711657366913,185,0.0397332783764883,1.3262,6
12,0,21,0.0644550256109859,0.8666,3
13,0.068062723302898,165,0.126014910166048,1.2595,5
14,0,117,0.596019407472524,1.2,2
15,0.206368858954041,48,0.0111380049678419,1.0096,5
16,0.126304826951488,344.5,0.0136493439360639,1.3763,7
17,0,0,0.000907096961692909,0.5833,2
18,0.319742051344843,25,0.00343250040317987,0.8167,4
19,0,115,1,2,2
20,0.662153397113669,33,0.00269078990805853,0.6167,3
21,0.118320094642555,64.5,0.00350359894344764,1.1834,6
22,0.145165973095906,81.5,0.00283118412125315,1.0333,4
23,0,73,0.0127240324456293,1.15,3
24,1,0,0.00100101408241787,0.5333,2
25,0.0974051274059066,66.5,0.00187034136712624,1.2833,5
26,0,116,0.965623497248998,2,2
27,0.0799579106665721,175,0.00515564770529099,1.4097,7
28,0,164.5,0.00218026674862,0.75,3
29,0,0,0.0333440933725819,1,3
30,0.0901691747811547,67.5,0.00444077876682572,1.0167,5
31,0.0506423318862408,140,0.0975007503995083,1.1287,6
32,0,299.5,0.00720219215264833,0.7,3
33,0,0,0.000943931630366794,0.3667,2
34,0,114,0.687214707309489,1.5,2
35,0,45,0.00710549528812171,0.7,3
36,0,136,0.271709445951206,1.4999,4
37,0.0976610105934189,93.5,0.00918584469508302,1.0667,5
38,0,115,0.0211249131519529,0.5,2
39,0.051711657366913,185,0.0397332783764883,1.3262,6
40,0,21,0.0644550256109859,0.8666,3
