"ID","TRANSITIVITY","BETWEENNESS","NODE_STRENGTH","EIGENVECTOR"
1,0.571428571428571,106,0.4116,0.364875848246624
2,0,0,0,0.0086676290523173
3,0.381818181818182,0,0.6468,0.420862553962127
4,0,0,0,0.0086676290523173
5,1.1,0,0.294,0.194639824207793
6,1,0,0.1764,0.134932824020505
7,0.671328671328671,9,0.7644,0.733562727867665
8,1,0,0.1176,0.0428664303590755
9,1.33333333333333,0,0.2352,0.247510365449414
10,1.0952380952381,0,0.4116,0.443499834532795
11,1,0,0.1176,0.0428664317448657
12,1,0,0.1764,0.0926501423857315
13,0.590909090909091,23,0.7056,0.588700918490013
14,0.535714285714285,52,0.4704,0.394250958022714
15,0.459259259259259,113,1.0584,1
16,1,0,0.3528,0.351825305756942
17,0.494047619047619,67,0.8232,0.772296354145823
18,0.43939393939394,76,0.7056,0.533156068093167
19,1,0,0.1764,0.0926501255342967
20,1,10,0.1176,0.16579045267949
21,0,0,0,0.0086676290523173
22,1.1,0,0.294,0.194639807424223
23,0.613636363636364,156,0.6468,0.720235911531306
24,0,0,0,0.0086676290523173
25,0.441176470588235,112,0.9996,0.936232974874128
26,0.373626373626374,130,0.8232,0.547196906995982
27,0,0,0,0.0086676290523173
28,1.1,0,0.294,0.194639807778553
29,0,0,0,0.0086676290523173
30,0,0,0,0.0086676290523173
31,0.590909090909091,78,0.7056,0.588700907184222
32,1,0,0.3528,0.351825283813266
33,1.0952380952381,0,0.4116,0.443499813458538
34,0,0,0,0.0086676290523173
35,1,0,0.1764,0.134932839339404
36,1,0,0.1764,0.0968744446062682
37,0.673076923076923,26,0.7644,0.804075018357662
38,0,0,0.0588,0.0490600328799156
39,0,0,0,0.0086676290523173
40,1,0,0.1764,0.0968744517278739
