"ID","TRANSITIVITY","BETWEENNESS","EIGENVECTOR","NODE_STRENGTH","NODE_DEGREE"
1,0,0,0.942648537517271,1,1
2,0.161295525662118,3.5,0.478828003318338,1.0333,4
3,0.312509374531273,15,0.292101249571082,0.6667,3
4,0,31,0.209906260297157,0.8333,3
5,0,59,0.435256042084818,0.75,3
6,0.106932131957564,138.5,0.570858288024509,1.3762,6
7,0.149667360515897,43,0.298792876289082,0.8167,4
8,0,0,0.184668478654385,0.5,1
9,0.0591410831321145,140,0.441014390013315,1.1596,6
10,0,0,0.179354972820961,0.3333,1
11,0.0838823314118401,111,0.288861997572432,1.0929,5
12,0,12,0.178145064902226,0.45,2
13,0.300012000480019,6,0.29313961663202,0.8333,3
14,0,152,0.891202530021122,1.2358,4
15,0,106,0.930538488523533,1.4,4
16,0,27,0.218551836193515,0.7,2
17,0.0657646786564401,235,0.590961160402315,1.5124,9
18,0.642857142857143,9,0.158099448690535,0.7,3
19,0.379490639230899,59,0.170371657459488,0.5929,3
20,0,29,1,1.2,2
21,0.153850887719622,34,0.455582238199312,1.0833,4
22,0.205399708123885,76,0.28316526268181,1.2334,6
23,0,31,0.391807702032321,1.0333,3
24,0.0824769877797175,469,0.59187743532519,1.2602,9
25,0,0,0.154799087838529,0.3333,1
26,0.206521739130435,107,0.273969495682441,1.15,5
27,0,27,0.227312932048126,1.0833,3
28,0,0,0.254370852575411,0.5833,2
29,0.120574875269938,82,0.492700820509009,1.3429,6
30,0.166666666666667,79,0.247620604478603,0.9,4
31,0,0,0.202169771390555,0.5333,2
32,0.246873535202025,246,0.388894981584061,1.0667,6
33,0,0,0.942648537517271,1,1
34,0.161295525662118,3.5,0.478828003318338,1.0333,4
35,0.312509374531273,15,0.292101249571082,0.6667,3
36,0,31,0.209906260297157,0.8333,3
37,0,59,0.435256042084818,0.75,3
38,0.106932131957564,138.5,0.570858288024509,1.3762,6
39,0.149667360515897,43,0.298792876289082,0.8167,4
40,0,0,0.184668478654385,0.5,1
