"ID","TRANSITIVITY","BETWEENNESS","NODE_STRENGTH","EIGENVECTOR"
1,0.589730524416526,22,1.0563,0.535512378228908
2,0.8,0,0.3336,0.17306147437629
3,1.11111111111111,0,0.556,0.318456863432734
4,0.982142857142858,3,0.4448,0.289988945423289
5,0.622218225060208,34,1.1119,0.618681001280851
6,1.04761904761905,10,0.3892,0.24159638940091
7,0.577895376276256,49,0.7782,0.322181246008822
8,0.648775108141677,59,0.7783,0.396320650878611
9,0,0,0,0.0179919985577273
10,0,0,0,0.0179919985577273
11,1.16666666666667,0,0.2224,0.108875410142874
12,0,0,0,0.0179919985577273
13,0.614799672935404,63,1.223,0.68290761537521
14,0,0,0,0.0179919985577273
15,0,0,0,0.0179919985577273
16,0,0,0,0.0179919985577273
17,0,0,0,0.0179919985577273
18,0.574968519517899,21,0.5559,0.234028969928314
19,0,0,0,0.0179919985577273
20,0.53271553385584,45,0.7783,0.356140307511159
21,0.866666666666667,7,0.3336,0.128448800599277
22,0.960982220041589,9,0.7782,0.448045427244408
23,0.497619047619048,68,1.1676,0.541227211779695
24,0.833333333333335,11,0.6672,0.350016544744606
25,0.671387446666324,10,0.5558,0.237615130272001
26,0.503134410333137,89,1.3895,0.738631714021494
27,1.16666666666667,0,0.2224,0.153691121732246
28,0.538657972504176,14,0.7783,0.34888309502431
29,0,0,0,0.0179919985577273
30,0.733333333333334,15,0.556,0.326853585496382
31,1,0,0.2224,0.0999266859937945
32,1.20830522449591,0,0.4447,0.289921130799931
33,0.538421140481938,55,1.4449,0.755698952235592
34,0.761073355986408,31,1.0006,0.577402644447791
35,0.863636363636365,11,0.6672,0.348903892892203
36,0.446394659812951,61,1.0005,0.455319279195427
37,0,0,0,0.0179919985577273
38,0.854164324000151,21,0.8893,0.533431131977766
39,0.397055093344154,155,2.112,1
40,0.724950530670984,33,0.5559,0.255357860237637
