"EDGE_WEIGHT"
0.3333
0.1667
0.1667
1
0.25
0.1667
0.1429
0.2
0.2
0.2857
0.125
0.1667
0.1667
0.3333
0.125
0.1429
0.2
0.1429
0.25
0.1429
0.1667
0.25
0.2
0.3333
0.1667
0.125
0.25
0.1667
0.2
0.1667
0.25
0.2
0.1429
0.25
0.3333
0.1667
0.125
0.1667
0.1429
0.1429
0.1429
0.2
1
0.1667
0.25
0.2
