"ID","TRANSITIVITY","BETWEENNESS","EIGENVECTOR","NODE_STRENGTH","NODE_DEGREE"
1,0,0,0.0452367722277595,0.6429,2
2,0,46.5,0.19969995572107,0.95,4
3,0.239451060809212,44,0.138735451908742,1.2679,4
4,0,23,0.940858392420166,1.1429,2
5,0,22,1,1.3333,2
6,0.440546810760014,28,0.09554051280982,0.8513,5
7,0.150097353429004,228,0.270805897919772,1.3867,11
8,0.30406532619194,92,0.15083490513575,1.1389,7
9,0.364429530201342,58,0.133570018287621,0.8195,5
10,0,0,0.0341567674440123,0.25,1
11,0,0,0.0472528358845792,0.6666,2
12,0.428571428571429,23,0.0588425471815901,0.875,3
13,0.218919011432875,113,0.143594584109885,1.2984,10
14,0,4,0.0941259585423597,0.75,2
15,0,0,0.060924469173602,0.5333,2
16,0.131496998298501,99,0.165041668932266,1.0383,7
17,0,0,0.179057697382749,0.5833,2
18,0,57,0.138185526517148,1.0929,5
19,0,90,0.489443467885459,1.5095,6
20,0.647562776957164,88.5,0.121286265699307,0.8124,6
21,0,0,0.0537503411797967,0.6444,3
22,0,45,0.102765271107994,0.9524,4
23,0.30952380952381,43.5,0.185081320221243,0.7,4
24,0.256017486106687,162.5,0.147664507824711,1.2556,10
25,1,0,0.0978866643082788,0.6429,2
26,0.652173913043478,24,0.137904706416169,0.575,3
27,0,0,0.0452367722277595,0.6429,2
28,0,46.5,0.19969995572107,0.95,4
29,0.239451060809212,44,0.138735451908742,1.2679,4
30,0,23,0.940858392420166,1.1429,2
31,0,22,1,1.3333,2
32,0.440546810760014,28,0.09554051280982,0.8513,5
33,0.150097353429004,228,0.270805897919772,1.3867,11
34,0.30406532619194,92,0.15083490513575,1.1389,7
35,0.364429530201342,58,0.133570018287621,0.8195,5
36,0,0,0.0341567674440123,0.25,1
37,0,0,0.0472528358845792,0.6666,2
38,0.428571428571429,23,0.0588425471815901,0.875,3
39,0.218919011432875,113,0.143594584109885,1.2984,10
40,0,4,0.0941259585423597,0.75,2
