"ID","TRANSITIVITY","BETWEENNESS","NODE_STRENGTH","EIGENVECTOR"
1,0,0,0,0.00987830512489984
2,0,0,0,0.00987830512489984
3,0.642857142857143,8,0.364,0.168992156476881
4,1.5,0,0.182,0.123382593244861
5,0,0,0,0.00987830512489984
6,1.17857142857143,0,0.364,0.269578966356942
7,0.6846086211561,20,0.6824,0.475566666674482
8,0.615534536587168,5,0.7733,0.53399981824823
9,0.9428391959799,1,0.3184,0.169193116920081
10,0,0,0,0.00987830512489984
11,1.1,0,0.2275,0.13927691437669
12,0,0,0,0.00987830512489984
13,0.750000000000001,7,0.4095,0.268014725591904
14,0.791609416506367,1,0.3639,0.220780660888936
15,0,0,0,0.00987830512489984
16,0,0,0,0.00987830512489984
17,0,0,0,0.00987830512489984
18,0.608417622283027,17,0.5914,0.327661326848261
19,0,0,0,0.00987830512489984
20,0,0,0,0.00987830512489984
21,0.761053300112364,38,0.6823,0.488780008769638
22,0.636782559309929,45,1.0461,0.817677945262911
23,0.530303030303031,24,0.546,0.276795902048085
24,0.616166448993314,26,0.9098,0.596275490010774
25,0.608976124632285,99,0.9554,0.643446000050061
26,0.937528625080151,0,0.3639,0.265037208762548
27,0.916666666666668,28,0.4095,0.270329050745333
28,0,0,0.0455,0.0141317728390536
29,0.612434734817257,53,1.0917,0.778742283739041
30,0.904761904761906,26,0.3185,0.188748161409697
31,0.733310190542313,29,0.8642,0.70198080103643
32,0.541000978448851,89,1.3189,0.983388959306217
33,1.17857142857143,0,0.364,0.26957896680525
34,0.612871549893841,52,1.3188,1
35,0.687167463251871,10,0.6824,0.420729360199825
36,1,0,0.1365,0.0694553194621358
37,0.63257409198839,70,1.1371,0.81809874409757
38,0.511838322340605,131,1.1826,0.7967091766695
39,0.680705612391241,20,1.0459,0.832655323235058
40,0.523809523809524,18,0.3185,0.177125063343688
