"ID","TRANSITIVITY","BETWEENNESS","EIGENVECTOR","NODE_STRENGTH","NODE_DEGREE"
1,0.198047172536968,247.5,0.905722188157058,1.6317,15
2,0.196113223489649,114,0.841919392826132,1.4465,10
3,0.173241011133418,114,0.486942480780036,1.0958,9
4,0.089249342415863,144.5,0.671609367348459,1.4827,11
5,0.657900552486188,0,0.348741000344433,0.4525,3
6,0.361163875869758,13,0.968317612587822,1.3838,8
7,0.119834080580718,41,0.340504411225725,1.0929,4
8,0.306480234977359,57,0.400080358222316,0.8171,5
9,0,0,0.155072013994354,0.5,1
10,0.322694377435517,50,0.618958980870029,1.0778,6
11,0.473706023208694,0,0.406008340695312,0.5429,3
12,0.139487346888018,99,0.762667901818475,1.4296,10
13,0,0,0.091653646107592,0.1111,1
14,0.305568517654379,4,0.244704772596579,0.6429,3
15,2,0,0.222820291123861,0.2778,2
16,0.268337821645926,143,1,1.5326,12
17,0,0,0.309361983761035,0.6666,2
18,0.311555897101517,131,0.863867489150941,1.4314,10
19,0.110812538472466,146,0.529146752560429,1.2068,8
20,0,0,0.0989509801945602,0.3333,1
21,0.344836146971202,0,0.315145471318708,0.4028,3
22,0.234663584377661,37,0.417550464085497,0.8219,6
23,0.325421443020904,45,0.538171213244527,0.8898,6
24,0.5,2,0.285989722631851,0.6858,4
25,0.175542846930569,65,0.325944837287745,1.1191,5
26,0.150567600736347,45,0.470355744816453,0.9778,5
27,0,0,0.120491614664754,0.25,1
28,0.156272965879265,0,0.528490794306388,0.9525,5
29,0.125916461318487,113,0.484318197686764,1.0957,7
30,0,0,0.19769948084262,0.3929,2
31,0,0,0.155447646035019,0.3096,2
32,0.152071517831395,65,0.448060168838541,1.0403,8
33,0.198047172536968,247.5,0.905722188157058,1.6317,15
34,0.196113223489649,114,0.841919392826132,1.4465,10
35,0.173241011133418,114,0.486942480780036,1.0958,9
36,0.089249342415863,144.5,0.671609367348459,1.4827,11
37,0.657900552486188,0,0.348741000344433,0.4525,3
38,0.361163875869758,13,0.968317612587822,1.3838,8
39,0.119834080580718,41,0.340504411225725,1.0929,4
40,0.306480234977359,57,0.400080358222316,0.8171,5
