"ID","TRANSITIVITY","BETWEENNESS","NODE_STRENGTH","EIGENVECTOR"
1,1.33333333333333,0,0.1305,0.242423364855774
2,0,0,0,0.0853783251137179
3,0,0,0,0.0853783251137179
4,0,0,0,0.0853783251137179
5,0,0,0.0435,0.0578943227692297
6,0,0,0,0.0853783251137179
7,1,0,0.087,0.144755651944465
8,0,0,0,0.0853783251137179
9,0,0,0,0.0853783251137179
10,0.333333333333333,5,0.174,0.211851275947668
11,0,0,0,0.0853783251137179
12,0.272727272727273,59,0.4785,0.676004534711676
13,0,0,0,0.0853783251137179
14,1,0,0.174,0.220418637762666
15,1,0,0.1305,0.0633572368456439
16,0,0,0,0.0853783251137179
17,0.619047619047619,0,0.3045,0.521468559258848
18,0.374125874125874,67,0.5655,0.876163292785892
19,0,0,0,0.0853783251137179
20,0,0,0,0.0853783251137179
21,1,0,0.087,0.144755629627473
22,1,7,0.2175,0.477122153385636
23,1,0,0.087,0.0689562996792882
24,0.571428571428572,6,0.3045,0.484770206864383
25,1,35,0.261,0.548060827824221
26,0.666666666666667,0,0.1305,0.204974178720615
27,0,0,0,0.0853783251137179
28,0.4,0,0.2175,0.119070590345821
29,1,0,0.174,0.220418627861197
30,1,0,0.1305,0.0633572525603035
31,1,0,0.174,0.220418655023306
32,0,0,0,0.0853783251137179
33,0.733333333333333,18,0.261,0.457390679056782
34,0,0,0,0.0853783251137179
35,0.244444444444444,41,0.435,0.423750948984598
36,1.33333333333333,0,0.1305,0.242423335312267
37,0.28125,77,0.696,1
38,1,0,0.087,0.0883349886323991
39,0.791666666666667,3,0.348,0.6779431467941
40,0.466666666666667,34,0.261,0.312870928230363
