"ID","TRANSITIVITY","BETWEENNESS","EIGENVECTOR","NODE_STRENGTH","NODE_DEGREE"
1,0.573667223149694,7,0.651535438480014,0.8985,6
2,0.379658239700375,8,0.609008359587992,0.8544,6
3,0,0,0.202928290023019,0.4444,2
4,0.330737611051509,28,0.701801666188003,1.1851,8
5,0.756230781679884,3,0.455877091171586,0.6179,5
6,0.555996505678273,0,0.605703402489157,0.8013,6
7,0.220468408064441,19,0.364251619409659,0.7159,4
8,0.331417090372314,111,0.862291813277908,1.2194,11
9,0.322565629642855,90,1,1.4257,12
10,0.412870991797166,25,0.739527276887649,1.1175,7
11,0.321458610004427,70,0.702584621076958,1.1295,9
12,0.386513564045578,78,0.884660581821272,1.2885,12
13,0,0,0.147825319274369,0.2,1
14,0,0,0.275700301769819,0.3929,2
15,0.278048780487805,6,0.819146753181286,1.025,6
16,0.385563980662374,72,0.734772571525481,1.1078,10
17,1,0,0.199338920691148,0.3111,2
18,1,0,0.21138475068201,0.254,2
19,0.28262994224789,16,0.851802958784661,1.1255,7
20,0.704103186373646,2,0.564186205897205,0.7417,4
21,0.300336249354708,59,0.589068748101565,1.0239,8
22,0.573667223149694,7,0.651535438480014,0.8985,6
23,0.379658239700375,8,0.609008359587992,0.8544,6
24,0,0,0.202928290023019,0.4444,2
25,0.330737611051509,28,0.701801666188003,1.1851,8
26,0.756230781679884,3,0.455877091171586,0.6179,5
27,0.555996505678273,0,0.605703402489157,0.8013,6
28,0.220468408064441,19,0.364251619409659,0.7159,4
29,0.331417090372314,111,0.862291813277908,1.2194,11
30,0.322565629642855,90,1,1.4257,12
31,0.412870991797166,25,0.739527276887649,1.1175,7
32,0.321458610004427,70,0.702584621076958,1.1295,9
33,0.386513564045578,78,0.884660581821272,1.2885,12
34,0,0,0.147825319274369,0.2,1
35,0,0,0.275700301769819,0.3929,2
36,0.278048780487805,6,0.819146753181286,1.025,6
37,0.385563980662374,72,0.734772571525481,1.1078,10
38,1,0,0.199338920691148,0.3111,2
39,1,0,0.21138475068201,0.254,2
40,0.28262994224789,16,0.851802958784661,1.1255,7
