"ID","TRANSITIVITY","BETWEENNESS","NODE_STRENGTH","EIGENVECTOR"
1,0.900000000000001,0,0.3336,0.324187499297108
2,0.514285714285715,83,0.834,0.588215500063067
3,1,0,0.2224,0.139493451542877
4,0,0,0,0.0614232385023618
5,1,0,0.278,0.0901481814211939
6,0.54945054945055,33,0.7784,0.570428069043281
7,0.870285219245635,11,0.5002,0.42231482810924
8,0.8,10,0.278,0.255338498659403
9,0.979124503410539,3,0.4447,0.429443600005127
10,0.468208752766474,51,1.0005,0.7619642466316
11,0.483537682257149,97,1.0562,0.910014879719268
12,0.435897435897437,232,0.7228,0.472753865768563
13,0.456608499050665,65,1.0007,0.704186238694654
14,1,0,0.1668,0.128151439888973
15,0.644444444444445,17,0.556,0.429864568079584
16,0.590883932727022,22,0.7227,0.460352828261403
17,0.669623344902944,2,0.7779,0.758006827465808
18,0.61904761904762,31,0.3892,0.268486569839473
19,1.0952380952381,0,0.3892,0.233566900657034
20,1,0,0.1668,0.147133444547141
21,1.0952380952381,0,0.3892,0.233566927500606
22,0,0,0,0.0614232385023618
23,1,0,0.278,0.090148179091776
24,0.8,3,0.3336,0.271440326149263
25,1,0,0.278,0.0901481939400354
26,0.351512540251259,253,1.1673,0.82800148740287
27,0,0,0,0.0614232385023618
28,0.334709856002239,204,1.1119,0.693685029947939
29,1.1,0,0.278,0.174093370585106
30,1,0,0.278,0.0901481589013724
31,0.656545834468974,51,0.6115,0.465788724740039
32,0.63741230437129,114,0.5559,0.247001929082447
33,0.479137222150842,143,0.7783,0.636573799849358
34,1.33328335832084,0,0.3335,0.348943986093848
35,0.696920141727992,50,0.6115,0.461794441329775
36,1.0952380952381,0,0.3892,0.233566934366593
37,0,0,0,0.0614232385023618
38,0,0,0,0.0614232385023618
39,0.358683109059615,114,1.2782,1
40,0.600000000000001,58,0.6116,0.349192579324669
