"ID","TRANSITIVITY","BETWEENNESS","EIGENVECTOR","NODE_STRENGTH","NODE_DEGREE"
1,0.202162157844711,93.5,0.87831421867145,1.3911,10
2,0.183275331280953,107,0.963963779567303,1.4942,9
3,0.245841687384714,58,0.80586218553597,1.2469,6
4,0.199086503052909,81,0.740635060513802,1.2026,8
5,0.188136269878235,106.333333333333,0.791345968345807,1.0735,8
6,0.204394519099166,94,0.969553422546439,1.4288,10
7,0.451036719564462,20,0.583056848756055,0.8633,6
8,0,1,0.442071629512559,0.8333,2
9,0.333333333333333,11,0.669467137227307,0.9167,4
10,0.115744598122535,28,0.827991272858993,1.2002,7
11,0.101952788016626,32,0.791276551082683,1.2751,6
12,0.0703770082570569,343,0.931320776263641,1.5623,13
13,0.138901850987712,63,0.396189828956952,0.6429,4
14,0.273766654663306,133.666666666667,0.668567951265375,1.1108,8
15,0.119391958449002,3.33333333333333,0.677060414762407,1.1167,5
16,0.0758645663588629,96,0.722789550910135,1.3413,8
17,0.241679790026247,118.666666666667,0.671723011741958,0.9525,7
18,0.160263066805123,14,0.510703882678722,0.8667,4
19,0.200520605477295,12,0.798066026252378,1.1429,5
20,0.312786108918706,31,0.638639075855938,1.0136,6
21,0,49,0.56671576527572,1.0596,4
22,0.110052285376961,79,0.67531045198248,1.1858,6
23,0,89,0.669521748681326,1.0612,7
24,0.122703601108033,62,0.523672881373743,0.9025,6
25,0.259929928084086,31,0.767962975923377,1.0846,6
26,0.234841881247988,107.5,0.874291706834159,1.4149,10
27,0,32,0.449324102759656,0.7417,4
28,0.210070714459888,77,0.786707788263579,1.2303,9
29,0.27930790960452,9,0.390745349326934,0.6608,4
30,0,40,0.696840478387261,1.2,5
31,0.18607903284013,37,0.77813046052319,1.1084,7
32,0.266703994027622,0,0.369226375005566,0.5358,3
33,0.141033037190877,17,0.493576122805138,0.8667,4
34,0.096155621192542,16,0.839981190722371,1.0834,5
35,0.0968523002421308,112.333333333333,1,1.475,8
36,0.0569326443023561,95,0.672858226692558,1.1417,6
37,0.202162157844711,93.5,0.87831421867145,1.3911,10
38,0.183275331280953,107,0.963963779567303,1.4942,9
39,0.245841687384714,58,0.80586218553597,1.2469,6
40,0.199086503052909,81,0.740635060513802,1.2026,8
