"ID","TRANSITIVITY","BETWEENNESS","NODE_STRENGTH","EIGENVECTOR"
1,0.541687506251875,22,0.9997,1
2,0.799999999999999,2,0.714,0.84715068744182
3,0.999999999999999,0,0.6426,0.838023401860648
4,0.844444444444444,0,0.714,0.867376410655433
5,0,0,0,0.0923750119050793
6,0.238095238095238,10,0.4998,0.00231621469207913
7,0,0,0,0.0923750119050793
8,0,0,0,0.0923750119050793
9,1,0,0.1428,0.000521248614516954
10,0.999999999999999,3,0.6426,0.838023436010036
11,0.999999999999999,0,0.6426,0.838023445104959
12,1,0,0.2142,0.301268945610334
13,1,0,0.1428,0.000521237056971129
14,0,0,0,0.0923750119050793
15,1,0,0.2142,0.000736410661973186
16,0,0,0,0.0923750119050793
17,0,0,0,0.0923750119050793
18,1,0,0.2142,0.135843680581056
19,0,0,0,0.0923750119050793
20,0.999999999999999,0,0.6426,0.838023436090033
21,0,0,0,0.0923750119050793
22,1,0,0.2142,0.135843737609701
23,0,0,0,0.0923750119050793
24,0.999999999999999,0,0.6426,0.838023458986051
25,0,0,0,0.0923750119050793
26,1,0,0.2142,0.135843650395343
27,0,0,0,0.0923750119050793
28,0,0,0,0.0923750119050793
29,1,0,0.2142,0.000736386236794225
30,0,0,0,0.0923750119050793
31,0,0,0,0.0923750119050793
32,1,0,0.1428,0.000521315999682147
33,1,0,0.1428,0.000521305202322054
34,0.999999999999999,0,0.6426,0.838023425833248
35,0,0,0,0.0923750119050793
36,0,0,0,0.0923750119050793
37,0.858603861659239,1,0.7855,0.963140425093671
38,0,0,0,0.0923750119050793
39,1,0,0.2142,0.000736409192951022
40,0,0,0.0714,0.0902225664458781
