"ID","TRANSITIVITY","BETWEENNESS","NODE_STRENGTH","EIGENVECTOR"
1,0.594736842105262,69,0.8265,0.685332629390919
2,1.16666666666667,0,0.174,0.164165954543855
3,0.691919191919192,22,0.4785,0.386004325268545
4,1.17142857142857,10,0.3045,0.318275272474129
5,0,0,0,0.0580878638769195
6,1,0,0.087,0
7,1,0,0.2175,0.207791660596039
8,0.483349112913184,66,1.0003,0.862323597150658
9,0,0,0,0.0580878638769195
10,0,0,0,0.0580878638769195
11,1,0,0.087,0
12,1.4,2,0.261,0.273122441084276
13,1,0,0.1305,0.0994367071977283
14,0.499956202781123,42,0.9133,0.747196497377261
15,0,0,0,0.0580878638769195
16,0,0,0,0.0580878638769195
17,0,0,0,0.0580878638769195
18,1,0,0.087,0.0430294225719692
19,0,0,0,0.0580878638769195
20,1,0,0.087,0
21,1.2,0,0.2175,0.19174551812393
22,1.02380952380953,0,0.3045,0.324780855568407
23,0,0,0,0.0580878638769195
24,2,0,0.087,0.117806337507476
25,0.80952380952381,20,0.3045,0.231539857081506
26,1.6,0,0.2175,0.236510733210846
27,0.875000000000001,6,0.348,0.326322867648083
28,0,0,0,0.0580878638769195
29,0,0,0,0.0580878638769195
30,0,0,0,0.0580878638769195
31,0,0,0,0.0580878638769195
32,0.753968253968255,19,0.3915,0.280536257381548
33,0.824074074074073,6,0.522,0.477133228823526
34,0,0,0,0.0580878638769195
35,0,0,0,0.0580878638769195
36,0.589743589743589,71,0.5655,0.404513013864765
37,0.699999999999999,34,0.522,0.434270230636515
38,0,0,0,0.0580878638769195
39,0.412998332844258,111,1.3483,1
40,0.745833333333333,23,0.522,0.459362008806786
