"ID","TRANSITIVITY","BETWEENNESS","EIGENVECTOR","NODE_STRENGTH","NODE_DEGREE"
1,0.115269908386187,213,0.799679210686573,1.6125,12
2,0.163705330405271,85,0.600557734205196,1.0018,7
3,0.298168018493526,157,0.722629602447932,1.0691,8
4,0.364644788593904,25,0.53173318126529,0.8136,5
5,0.069984251968504,37,0.526999411529499,0.9525,6
6,0,13,0.350926719486241,0.825,4
7,0.12317331791016,32,0.516353150673331,1.0374,6
8,0.152847990935239,71,0.73893512920522,1.3112,8
9,0.144154370034052,3,0.48204774938057,0.7929,4
10,0,0,0.213600170513666,0.5833,2
11,0,46,0.414943893874877,0.9941,5
12,0,22,0.364191752612812,0.5858,4
13,0.0974377266512098,64,0.804683311705587,1.4418,8
14,0,3,0.27542421673303,0.3929,2
15,0.126087882660824,111,0.549875612103385,1.0954,7
16,0.182861153065739,184,0.896882837883322,1.4566,10
17,0.0757575757575758,37,0.615738808047257,0.825,5
18,0,7,0.367691008248768,0.6,3
19,0.118994455836561,24,0.942120181111363,1.3167,6
20,0.157034632034632,92,0.526617939644203,1.056,8
21,0.0899510872951586,336,0.804073005313114,1.6049,13
22,0.237429353842568,48,0.792126427002711,1.1442,7
23,0.0893340975406419,12.5,0.606555215030158,0.9596,5
24,0.259090909090909,32,0.54014825463793,1.1,6
25,0.333333333333333,32,0.422808387943459,0.704,4
26,0.217859237536657,18.5,0.449325484803184,0.8525,5
27,0.161670604449695,219,0.922854671479906,1.693,13
28,0.0851196780343148,26,0.525816969302862,0.9442,6
29,0.28395852749301,18,0.450629143849147,0.8584,5
30,0.170074690828946,42,0.516741398744578,0.8167,4
31,0,29,1,1.5692,8
32,0.15644795495425,70,0.696917218865669,1.2787,7
33,0.0811526168597683,66,0.422746976485232,1.0012,5
34,0.0923008455718736,63,0.66974110231487,1.4445,8
35,0.174938775510204,15,0.526786359539491,1.1025,6
36,0.115269908386187,213,0.799679210686573,1.6125,12
37,0.163705330405271,85,0.600557734205196,1.0018,7
38,0.298168018493526,157,0.722629602447932,1.0691,8
39,0.364644788593904,25,0.53173318126529,0.8136,5
40,0.069984251968504,37,0.526999411529499,0.9525,6
