"EDGE_WEIGHT"
0.1429
0.25
0.25
0.0909
0.1
0.1667
0.2857
0.1818
0.0909
0.1
0.1
0.1
0.1
0.1
0.3333
0.2
0.1667
0.1
0.0909
0.125
0.1429
0.1429
0.125
0.2
0.1667
0.2
0.2
0.3333
0.1667
0.3333
0.0833
0.1667
0.1667
0.1
0.1667
0.1667
0.1667
0.2
0.1429
0.2
0.125
0.1429
0.3333
0.0769
0.1667
0.1429
0.125
0.1667
0.1
0.5
0.5
0.5
0.0909
0.3333
0.1667
0.1429
0.2
0.2
0.2
