"ID","TRANSITIVITY","BETWEENNESS","NODE_STRENGTH","EIGENVECTOR"
1,1,0,0.2352,0.358712620186588
2,0,0,0.0588,0.0538083724664261
3,2,0,0.1176,0.00152262135759407
4,1,0,0.2352,0.166679788027854
5,0.510416666666667,13,0.7056,0.985649547339958
6,1.16666666666667,0,0.2352,0.412503017203394
7,0,0,0,0.12888235905978
8,0,0,0,0.12888235905978
9,0,0,0,0.12888235905978
10,0,0,0,0.12888235905978
11,0,0,0,0.12888235905978
12,1,4,0.2352,0.358712765751591
13,0,0,0,0.12888235905978
14,0.333333333333333,5,0.2352,0.15373833650427
15,1.16666666666667,0,0.2352,0.364188667276645
16,0,0,0,0.12888235905978
17,0,0,0,0.12888235905978
18,1,0,0.1176,0.151395559274108
19,0,0,0,0.12888235905978
20,1,0,0.1176,0.0212969770445968
21,0,0,0,0.12888235905978
22,0.307692307692308,21,0.7644,1
23,0,0,0,0.12888235905978
24,0,0,0.0588,0.0632407795090285
25,0,0,0.0588,0
26,0.464285714285714,4,0.4704,0.468817239030705
27,0,0,0,0.12888235905978
28,0.45959595959596,22,0.6468,0.931480920596515
29,0,0,0,0.12888235905978
30,0,0,0,0.12888235905978
31,0,0,0,0.12888235905978
32,0.785714285714285,9,0.4116,0.753184697062083
33,0.25,11,0.294,0.0181930766368664
34,0.7,0,0.294,0.416724938928957
35,1,0,0.2352,0.166679670056406
36,1.16666666666667,0,0.2352,0.364188774714562
37,0,0,0.0588,0.128882214415596
38,1,0,0.2352,0.166679637153399
39,0.388888888888889,0,0.5292,0.478127565569345
40,0.25,9,0.2352,0.00103534488005536
