frame ID,TREATMENT,Date,Time,Trial No.,first Attacking Time,First Attacker,No. of Attacker,Time After first Attck*,ID of attackers,Retreat,Activity**,Attacking part,No of comers,Id of comers,Retreat,Activity,Coming and Going back,Retreat,Activity,Attacking part,Pulling Towards,start time of pulling*,end time pulling,total time for pulling,intensity of pulling ***,Remarks
,,,,,,,,10,RYG,R,,AN/H/AB,,,,, -GWBl,,,,,,,,,
,,,,,,,,12,GWBl,G,,W/AB,,,,, +GWBl,,,AB,,,,,,
,,,,,,,,38,RBG,R,,AB,,,,, +RBY,,,,,,,,,
,,,,,,,,76,RG,R,,AB,,,,, -RBY,,,,,,,,,
,,,,,,,,84,RBY,R,,AB,,,,, -GB,R,,,,,,,,
,,,,,,,,134,RBl,R,TP-R,T,,,,, +RG,,,AB,,,,,,
,,,,,,,,182,RYW,,,AB,,,,, -RYG,,,,,,,,,
,,,,,,,,,GB,R,,H,,,,, -RYW,,,,,,,,,
,,4/22/16,3:20 pm,9,6,GWBl,9,0,GWBl,R,,L,0,,,, -RW,,WEB,,,,,,0,
,,,,,,,,0,RBY,G,,L,,,,, -RBY,,WEB,,,,,,,
,,,,,,,,0,RG,R,,T,,,,, -RBl,,,,,,,,,
,,,,,,,,0,GR,G,,H,,,,, +RBl,,,AB,,,,,,
,,,,,,,,21,GB,R,,AB,,,,, -RR,,WEB,,,,,,,
,,,,,,,,21,RR,R,,AB,,,,, +RW,,WEB,AB,,,,,,
,,,,,,,,21,RW,R,,L,,,,, -RBl,,,,,,,,,
,,,,,,,,21,RYG,R,,T,,,,,,,,,,,,,,
,,,,,,,,150,RBl,R,,AB,,,,,,,,,,,,,,
,,4/22/16,4:10 pm,10,15,RR,10,0,RR,R,,L/AB,2,RG,R,, -RBY,R,,,,,,,0,
,,,,,,,,0,RBl,R,WEB,AB,,GYR,G,, -RBW,R,,,,,,,,
,,,,,,,,0,RW,R,,W/T,,,,, -GR,,,,,,,,,
,,,,,,,,1,RYG,R,,L/AB,,,,, +GR,,,AB,,,,,,
,,,,,,,,1,GR,R,,L,,,,, -GB,R,,,,,,,,
,,,,,,,,3,GWBl,R,,H,,,,, +GB,,,,,,,,,
,,,,,,,,3,RBW,R,,T/H,,,,,,,,,,,,,,
,,,,,,,,5,RBY,R,,,,,,,,,,,,,,,,
,,,,,,,,188,GBl,R,,T,,,,,,,,,,,,,,
,,,,,,,,,GB,R,,AB,,,,,,,,,,,,,,
,,4/23/16,12:35 pm,11,71,RG,3,0,RG,G,,L,0,,,, -RG,G,,,R,169,,,2,
,,,,,,,,1,RBl,R,,W,,,,, -RW,,,,,,,,,
,,,,,,,,6,RW,R,,W/H,,,,, +RW,,,T,,,,,,
,,,,,,,,,,,,,,,,, -RBl,,,,,,,,,
,,,,,,,,,,,,,,,,, -RW,,,,,,,,,
,,,,,,,,,,,,,,,,, +RW,,TP-R,L,,,,,,
,,,,,,,,,,,,,,,,, +RBl,,TP-R,AB,,,,,,
,,4/23/16,2:00 pm,12,24,GBG,8,0,GBG,R,,W,3,GG,G,, -RW,,,,,,,,0,
,,,,,,,,0,GYR,R,,L,,GY,G,, -RYR,,,,,,,,,
,,,,,,,,0,RBl,R,,AB,,GWBl,G,, -GR,,,,,,,,,
,,,,,,,,1,RW,R,,AN,,,,, -RYG,,,,,,,,,
,,,,,,,,1,RG,G,,T,,,,, +RW,,,T,,,,,,
,,,,,,,,1,RYR,G,,AN,,,,, -RW,,,,,,,,,
,,,,,,,,85,GR,R,,H,,,,, +RYR,,,,,,,,,
,,,,,,,,96,RYG,R,,,,,,,,,,,,,,,,
,,4/23/16,2:30 pm,13,21,GYR,7,0,GYR,R,TP-R,L,3,GR,R,, -RYG,,WEB,,,,,,0,
,,,,,,,,0,RW,R,TP-R,H,,RBl,R,, -RBW,,,,,,,,,
,,,,,,,,0,RG,R,,T,,RY,G,, +RYG,,,AB,,,,,,
,,,,,,,,1,GBl,G,,T,,,,, -GYR,R,,,,,,,,
,,,,,,,,1,GBG,R,,H,,,,, -RYG,G,WEB,,,,,,,
,,,,,,,,1,RYG,R,,L,,,,,,,,,,,,,,
,,,,,,,,1,RBW,R,,AB,,,,,,,,,,,,,,
,,4/23/16,3:30 pm,14,7,RG,6,0,RG,R,WEB/TP-R,AN,3,RYG,G,WEB, -GYR,,,,R,,,,1,
,,,,,,,,0,GYR,R,,L,,GB,R,, -RBG,R,,,,,,,,
,,,,,,,,0,GR,R,WEB,AN/T/AB,,GG,R,, -RBW,,,,,,,,,
,,,,,,,,0,RBW,R,TP-R,L,,,,, +RBW,,,H,,,,,,
,,,,,,,,113,RBG,R,,T,,,,, +GYR,,,H,,,,,,
,,,,,,,,,GBG,R,TP-TOP,AN/AB,,,,, +RBW,,TP-R,T,,,,,,
,,,,,,,,,,,,,,,,, -RG,,WEB,,,,,,,
,,,,,,,,,,,,,,,,, -GYR,,,,,,,,,
,,,,,,,,,,,,,,,,, -GR,,,,,,,,,
,,,,,,,,,,,,,,,,, +GR,,,AB,,,,,,
,,,,,,,,,,,,,,,,, +GYR,,,AB,,,,,,
,,4/23/16,4:00 pm,15,13,GR,8,0,GR,R,,W/T,1,GYR,G,, -RBW,,,,R,,,,3,
,,,,,,,,3,RBl,R,,L,,,,, -RBG,,,,,,,,,
,,,,,,,,3,GBl,R,,L,,,,, -GBl,,,,,,,,,
,,,,,,,,4,RYG,R,,AB,,,,, -RBl,,,,,,,,,
,,,,,,,,4,GBG,R,TP-R,AB,,,,, +RBl,,,L,,,,,,
,,,,,,,,5,RBG,R,,T,,,,, +RBG,,,T,,,,,,
,,,,,,,,5,RG,R,,T,,,,, -RBl,,,,,,,,,
,,,,,,,,,RBW,R,,AB,,,,, -GR,,,,,,,,,
,,,,,,,,,,,,,,,,, -RG,,,,,,,,,
,,,,,,,,,,,,,,,,, +GR,,,T,,,,,,
,,4/24/16,4:30 pm,16,15,RBl,6,0,RBl,R,,L,3,GG,R,, -RYB,,,,,,,,0,
,,,,,,,,0,RYR,R,TP-R,L/AB,,GB,R,, -RYG,,WEB,,,,,,,
,,,,,,,,0,GBl,R,,AN,,RBY,R,, -GR,,WEB,,,,,,,
,,,,,,,,19,RYB,G,,,,,,, -RBl,,,,,,,,,
,,,,,,,,59,RYG,R,,T,,,,, +RBl,,,,,,,,,
,,,,,,,,70,GR,R,TP-R,L,,,,, +RYG,,,AB,,,,,,
,,4/24/16,5:00 pm,17,8,RW,6,0,RW,R,,W,4,RYR,R,WEB, -RG,,,,,,,,0,
,,,,,,,,8,RG,R,,L,,GBG,R,, -GYW,R,,,,,,,,
,,,,,,,,9,RBW,R,,L/AB,,RYG,R,, -RBW,,,,,,,,,
,,,,,,,,9,GR,R,,W,,GB,R,, +GYW,,,T,,,,,,
,,,,,,,,,GBl,R,TP-R,AN,,,,, +RBW,,,H,,,,,,
,,,,,,,,,GYW,R,,,,,,,,,,,,,,,,
,,4/24/16,6:00 pm,18,10,RBY,10,0,RBY,R,,L,3,RR,R,, -RG,,,,,,,,0,
,,,,,,,,2,RBW,R,,L,,GR,R,, -RBY,,WEB,,,,,,,
,,,,,,,,2,RWG,R,,H/T,,GYW,R,, -RBW,,,,,,,,,
,,,,,,,,10,GBl,R,,AN/H,,,,, -GBG,,,,,,,,,
,,,,,,,,35,RG,R,,AB,,,,, -GBl,,,,,,,,,
,,,,,,,,40,GBG,R,,AB,,,,, -RWG,,,,,,,,,
,,,,,,,,62,RYG,R,,H/AB,,,,, -RYG,,WEB,,,,,,,
,,,,,,,,62,RW,R,TP-R,H/AN,,,,, +RYB,,,AB,,,,,,
,,,,,,,,82,RBl,R,,AB/L,,,,,,,,,,,,,,
,,,,,,,,202,RYB,R,,H/AB,,,,,,,,,,,,,,
,,4/25/16,2:40 pm,19,10,RW,5,0,RW,R,,,7,GBG,R,, -RW,,WEB,,R,530,590,60,4,
,,,,,,,,0,RR,R,,L,,GB,R,, -RR,,,,,,,,,
,,,,,,,,0,GR,R,,T/AB,,RYR,R,, -RBl,,,,,,,,,
,,,,,,,,4,RBW,R,,T/H,,RYG,R,, +RBl,,,AB,,,,,,
,,,,,,,,,RBl,R,,H,,GBl,R,, -RBW,,,,,,,,,
,,,,,,,,,,,,,,GYR,R,WEB, -RBl,,WEB,,,,,,,
,,,,,,,,,,,,,,GWB,G,, -GR,,WEB,,,,,,,
,,,,,,,,,,,,,,,,, +GR,,TP-R,T,,,,,,
,,4/25/16,3:20 pm,20,67,RBl,3,0,RBl,R,TP-R,W/AB,0,,,, -RW,,,,R,53,,,4,
,,,,,,,,113,RW,R,,AB,,,,,,,,,,,,,,
,,,,,,,,113,RBW,R,TP-R,L,,,,,,,,,,,,,,
,,4/25/16,4:15 pm,21,12,RBl,5,0,RBl,R,WEB,L/H,4,RW,R,, -RBG,,,,,,,,0,
,,,,,,,,1,RBG,R,,L,,GB,R,, -GR,,WEB,,,,,,,
,,,,,,,,22,GBG,R,TP-R,W/T,,RYBl,R,, -RBl,,WEB,,,,,,,
,,,,,,,,52,RBY,R,,T,,RG,R,, -RBY,,,,,,,,,
,,,,,,,,55,GR,R,,AB,,,,, +RBY,,,H,,,,,,
,,4/25/16,4:45 pm,22,17,RBl,2,0,RBl,R,TP-R,L/AN,0,,,,,,,,R,,53,,4,
,,,,,,,,,GBl,R,,H/AN,,,,,,,,,,,,,,
,,4/26/16,2:20 pm,23,5,RYB,6,0,RYB,G,,L,4,GG,R,, -RYB,,,,R,,,,2,
,,,,,,,,0,RBl,R,,L/AB,,RBG,R,, -RBY,,,,,,,,,
,,,,,,,,0,GR,R,,L/AB,,GYW,R,, -RBl,,,,,,,,,
,,,,,,,,47,RR,R,TP-R,W,,GWB,G,, +RBl,,,AB,,,,,,
,,,,,,,,115,RBY,R,,W,,,,, -RW,R,,,,,,,,
,,,,,,,,235,RW,R,WEB,L,,,,, -RBY,,WEB,,,,,,,
,,,,,,,,,,,,,,,,, +RW,,,H,,,,,,
,,4/26/16,2:50 pm,24,9,RBl,8,0,RBl,R,,L/T,2,GYW,R,, -RW,,,,,,,,0,
,,,,,,,,0,RG,G,TP-R,L/T,,RBG,R,, -GYR,,,,,,,,,
,,,,,,,,0,RR,R,,H,,,,, +GYR,,,T,,,,,,
,,,,,,,,0,RW,R,,H/AB,,,,, -GR,R,,,,,,,,
,,,,,,,,0,GYR,R,,L/T,,,,,,,,,,,,,,
,,,,,,,,31,RBY,R,,T/AB,,,,,,,,,,,,,,
,,,,,,,,38,RBl,R,,L,,,,,,,,,,,,,,
,,,,,,,,,GR,G,,L,,,,,,,,,,,,,,
,,4/26/16,3:45 pm,25,8,RW,5,0,RW,R,WEB,L,4,RBl,R,,,,,,,,,,0,
,,,,,,,,0,GBl,R,WEB,H,,RBG,R,,,,,,,,,,,
,,,,,,,,0,RG,R,,L,,GYR,R,,,,,,,,,,,
,,,,,,,,15,GBG,R,,L,,RR,R,,,,,,,,,,,
,,,,,,,,15,GR,R,,H,,,,,,,,,,,,,,
