frame ID,TREATMENT,Date,Time,Trial No.,first Attacking Time,First Attacker,No. of Attacker,Time After first Attck*,ID of attackers,Retreat,Activity**,Attacking part,No of comers,Id of comers,Retreat,Activity,Coming and Going back,Retreat,Activity,Attacking part,Pulling Towards,start time of pulling*,end time pulling,total time for pulling,intensity of pulling ***,Remarks
16,SCSR,2/9/16,10:06 am,1,8,RY,12,,RY,R,,W,3,GBl,G,,,,,,,,,,0,
,,,,,,,,,RBR,R,,L,,UNMARKED,R,,,,,,,,,,,
,,,,,,,,,GW,G,TP,W,,UNMRAKED,G,,,,,,,,,,,
,,,,,,,,,RWY,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,RYB,R,,W,,,,,,,,,,,,,,
,,,,,,,,,RBY,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,RYR,R,,L,,,,,,,,,,,,,,
,,,,,,,,,RBl,G,,L,,,,,,,,,,,,,,
,,,,,,,,,RW,R,,W,,,,,,,,,,,,,,
,,,,,,,,,RWB,R,,,,,,,,,,,,,,,,
,,,,,,,,,RBG,G,TP-G,,,,,,,,,,,,,,,
,,,,,,,,,RG,R,,,,,,,,,,,,,,,,
,,2/10/16,10:49 am,2,3,RWB,9,,RWB,R,,L,,,,,,,,,,,,,0,
,,,,,,,,,RY,G,,L,,,,,,,,,,,,,,
,,,,,,,,,RW,R,TP-R,H/W/AB,,,,,,,,,,,,,,
,,,,,,,,,RWY,R,,H,,,,,,,,,,,,,,
,,,,,,,,,RYW,R,,H/T,,,,,,,,,,,,,,
,,,,,,,,,GR,R,,T,,,,,,,,,,,,,,
,,,,,,,,,GW,R,,,,,,,,,,,,,,,,
,,,,,,,,,RBY,R,,W,,,,,,,,,,,,,,
,,,,,,,,,RBR,R,,,,,,,,,,,,,,,,
,,2/11/16,2:00 pm,3,10,GWB,7,,GWB,R,,T,,,,, -RBY,,,,,240,,,2,
,,,,,,,,,RY,R,TP-R,W,,,,, -RWB,,,,,,,,,
,,,,,,,,,RBl,G,,AB,,,,, -GWB,R,,,,,,,,
,,,,,,,,,RB,R,,L,,,,, -RB,,,,,,,,,
,,,,,,,,,RYR,R,TP-R,W,,,,, -RBY,,,,,,,,,
,,,,,,,,,RWB,G,,W,,,,, +RBY,,,W,,,,,,
,,,,,,,,,RBY,R,,W,,,,, -RBl,,,,,,,,,
,,,,,,,,,,,,,,,,, +RBl,,,H,,,,,,
,,2/13/16,12:40 pm,4,42,RBl,3,,RBl,R,TP-R,AN/H/AB,3,GWY,G,,,,,,R,,,686,4,
,,,,,,,,,RWB,R,TP-R,L,,GBW,R,,,,,,,,,,,
,,,,,,,,,GWR,R,,,,GWB,G,,,,,,,,,,,
,,2/15/16,2:45 pm,5,220,RYBl,4,,RYBl,R,,AN,9,GBY,G,, -GWBl,,,,R,600,,,3,
,,,,,,,,,RBR,R,TP-R,W,,GYBl,R,,,,,,,,,,,
,,,,,,,,,RBG,R,,L,,GWB,G,,,,,,,,,,,
,,,,,,,,,GWBl,R,,AB,,GBR,R,,,,,,,,,,,
,,,,,,,,,,,,,,GYW,G,,,,,,,,,,,
,,,,,,,,,,,,,,GW,R,,,,,,,,,,,
,,,,,,,,,,,,,,GYB ,R,,,,,,,,,,,
,,,,,,,,,,,,,,GYG,R,,,,,,,,,,,
,,,,,,,,,,,,,,RBl,R,,,,,,,,,,,
,,2/16/16,3:30 am,6,333,RYR,3,,RYR,R,,L/T,9,RBR,R,,,,,,R,,,,1,
,,,,,,,,,RB,G,,L,,GW,R,,,,,,,,,,,
,,,,,,,,,GWBl,R,,W,,GYR,R,,,,,,,,,,,
,,,,,,,,,,,,,,GY ,R,,,,,,,,,,,
,,,,,,,,,,,,,,GWG,R,,,,,,,,,,,
,,,,,,,,,,,,,,GYG,G,,,,,,,,,,,
,,,,,,,,,,,,,,GWY,R,,,,,,,,,,,
,,,,,,,,,,,,,,GBY,R,,,,,,,,,,,
,,,,,,,,,,,,,,GG,R,,,,,,,,,,,
,,2/17/16,11:05 am,7,260,RWB,9,,RWB,R,,W,5,GY,R,, -RYW,,WEB,,,,,,0,
,,,,,,,,,RYW,R,,AB/L,,GYR,G,, +RYW, ,,W,,,,,,
,,,,,,,,,RWBl,R,,AB,,RYB,R,, -GWG,R,,,,,,,,
,,,,,,,,,RB,R,,L,,RY,R,,,,,,,,,,,
,,,,,,,,,RBW,R,,L,,GWB,R,,,,,,,,,,,
,,,,,,,,,GY,R,,L,,,,,,,,,,,,,,
,,,,,,,,,RBY,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,GYB,R,,L,,,,,,,,,,,,,,
,,,,,,,,,GWG,R,,?,,,,,,,,,,,,,,
,,2/18/16,2:15 pm,8,8,RY,7,,RY,R,,L,3,GG,R,,,,,,,,,,0,
,,,,,,,,,GBl,R,,AB,,RBR,R,, -GY,G,,,,,,,,
,,,,,,,,,RR,R,,T,,GYBl,R,,,,,,,,,,,
,,,,,,,,,GWB,G,,L,,,,,,,,,,,,,,
,,,,,,,,,RB,R,,T,,,,,,,,,,,,,,
,,,,,,,,,GW,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,RW,R,,L,,,,,,,,,,,,,,
,,2/19/16,3:30 pm,9,60,RYR,3,,RYR,G,,W,1,GW,R,, -RYR,,WEB,,,,,,0,
,,,,,,,,,RWB,G,TP-R/WEB,L,,,,,,,,,,,,,,
,,,,,,,,,GWB,G,,H,,,,,,,,,,,,,,
,,2/20/16,12:37 pm,10,80,RYB,2,,RYB,G,TP-G,H,,,,,,,,,,,,,0,
,,,,,,,,,RW,G,,,,,,,,,,,,,,,,
,,2/22/16,2:48 pm,11,6,GYR,6,,GYR,,,T,6,GB,G,,,,,,,,,,0,
,,,,,,,,,RWY,,,L,,GW,G,,,,,,,,,,,
,,,,,,,,,RW,,,H,,RBR,G,,,,,,,,,,,
,,,,,,,,,RR,,,W,,GYBl,R,,,,,,,,,,,
,,,,,,,,,RBG,,,H,,RB,R,,,,,,,,,,,
,,,,,,,,,RWB,,,AB,,GBW,R,,,,,,,,,,,
,,2/23/16,1:00 pm,12,22,RWG,7,,RWG,G,TP-G,H,3,RWB,R,,,,,,,,,,0,
,,,,,,,,,RWY,R,,L,,GB,G,,,,,,,,,,,
,,,,,,,,,RYBl,R,,AB,,RBY,R,,,,,,,,,,,
,,,,,,,,,GW,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,RYW,G,,H,,,,,,,,,,,,,,
,,,,,,,,,RB,R,,L,,,,,,,,,,,,,,
,,,,,,,,,GB,G,,AB,,,,,,,,,,,,,,
,,2/25/16,4:15 pm,13,3,RY,7,0,RY,G,,H,2,GG,R,,,,,,,,,,0,
,,,,,,,,,RR,G,,AB,,GYW,R,,,,,,,,,,,
,,,,,,,,,RYW,G,,H,,,,,,,,,,,,,,
,,,,,,,,,GW,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,RYR,R,,T,,,,,,,,,,,,,,
,,,,,,,,,RWB,R,,H,,,,,,,,,,,,,,
,,,,,,,,,RWBl,G,,AB,,,,,,,,,,,,,,
,,2/26/16,4:20 pm,14,32,RB,8,0,RB,R,,AB,6,GWG,G,, -RB,,,,,,,,0,
,,,,,,,,,RY,G,,T,,RBG,G,, -GYG,,,,,,,,,
,,,,,,,,,RYB,G,,H,,GG,G,,,,,,,,,,,
,,,,,,,,,GR,R,,AB,,RWB,R,,,,,,,,,,,
,,,,,,,,,GYG,R,,L,,RBY,R,,,,,,,,,,,
,,,,,,,,,GYW,G,,H,,RYR,G,,,,,,,,,,,
,,,,,,,,,RYBl,R,,T,,,,,,,,,,,,,,
,,,,,,,,,RBR,G,,T,,,,,,,,,,,,,,
,,27/2/2016,11:55 pm,15,28,GYG,8,0,GYG,G,,H,6,RBG,G,, -GYG,,,,R,,,343,4,
,,,,,,,,,RWBl,R,,AB,,GWG,R,, -RWBl,,,,,,,,,
,,,,,,,,,RW,R,,W,,GB,G,, -RW ,,,,,,,,,
,,,,,,,,,RR,R,TP-R,W/T,,GWB,R,, -RYBl,,,,,,,,,
,,,,,,,,,RYBl,R,,AB,,RYB,G,, -GG,,,,,,,,,
,,,,,,,,,RBR,R,,H,,GR,R,, +GG,,,,,,,,,
,,,,,,,,,GBR,,,AB,,,,,,,,,,,,,,
,,,,,,,,,GWR,R,,L,,,,,,,,,,,,,,
,,3/3/16,12:30 pm,16,10,RYR,9,0,RYR,R,,W/H,2,GBG,G,WEB, -RYB,,,,NO PULL,,,,,
,,,,,,,,,RY,R,,W,,GBR,R,, -GG,,,,,,,,,
,,,,,,,,,GW,G,,L,,,,, +RYB,,,AB,,,,,,
,,,,,,,,,RYB,G,,L,,,,, +GG,,,AN,,,,,,
,,,,,,,,,GR,G,,W,,,,, -GG,,,,,,,,,
,,,,,,,,,GG,R,,W,,,,, -RY,,,,,,,,,
,,,,,,,,,RWBl,G,,L,,,,,,,,,,,,,,
,,,,,,,,,GWR,R,,T,,,,,,,,,,,,,,
,,,,,,,,,RYW,G,TP-G,AB/H,,,,,,,,,,,,,,
,,3/9/16,9:30 am,17,14,GWB,9,0,GWB,G,,W/AB,4,GYG,G,, -GYW,,,,NO PULL,,,,,
,,,,,,,,,GY,R,,L/H,,GWBl,R,, +GYW,,,W,,,,,,
,,,,,,,,,GYW,R,,W/AB,,RB,R,, -GG,,DOWN,,,,,,,
,,,,,,,,,GG,R,,H,,GWR,R,,,,,,,,,,,
,,,,,,,,,GB,R,,W/T,,,,,,,,,,,,,,
,,,,,,,,,GWG,R,,H,,,,,,,,,,,,,,
,,,,,,,,,RYW,,TP-R,H,,,,,,,,,,,,,,
,,,,,,,,,RBG,,,L,,,,,,,,,,,,,,
,,,,,,,,,GYR,R,,AB,,,,,,,,,,,,,,
,,3/9/16,5:10 pm,18,63,GBR,4,0,GBR,R,TP-R,W,3,GY,R,, -GG,,,,R,,,,2,
,,,,,,,,,GG,R,,H,,GWBl,R,, +GG,,,L,,,,,,
,,,,,,,,,GYR,R,,H,,RYW,R,, -GYR,,,,,,,,,
,,,,,,,,,GR,R,,L,,,,,,,,,,,,,,
,,3/10/16,4:48 pm,19,15,GYW,4,0,GYW,R,TP-R,H,3,GYG,R,, -GG,,WEB,,,,,,,
,,,,,,,,,GY,R,,AB,,GWG,G,, -GWB,,,,,,,,,
,,,,,,,,,GG,R,,AB,,GYW,R,, +GWB,,,AB,,,,,,
,,,,,,,,,GWB,G,,AB,,,,, -GWR,,WEB,,,,,,,
,,3/12/16,2:00 pm,20,11,UNMARKED,4,0,UNMARKED,R,,L,4,GYG,G,, +GWB,,,H,,,,,,
,,,,,,,,,RBG,G,,L/T,,GWG,G,,,,,,,,,,,
,,,,,,,,,RYW,R,,H,,GG,G,,,,,,,,,,,
,,,,,,,,,GBR,R,,H,,GYW,R,,,,,,,,,,,
,,3/13/16,3:05 pm,21,3,GR,6,,GR,G,,T,6,RBG,R,, -GR,,,,,,,,,
,,,,,,,,,GY,G,TP-G,T,,GWB,R,, -GBR,,,,,,,,,
,,,,,,,,,GBR,G,,AB,,GYG,R,, -GBY,,WEB,,,,,,,
,,,,,,,,,GBY,R,,AB,,GYR,R,, -GWBl,,,,,,,,,
