frame ID,TREATMENT,Date,Time,Trial No.,first Attacking Time,First Attacker,No. of Attacker,Time After first Attck*,ID of attackers,Retreat,Activity**,Attacking part,No of comers,Id of comers,Retreat,Activity,Coming and Going back,Retreat,Activity,Attacking part,Pulling Towards,start time of pulling*,end time pulling,total time for pulling,intensity of pulling ***,Remarks
,,,,,,,,,GWBl,R,,AB,,GYW,G,, +GWBl,,,W,,,,,,
,,,,,,,,,GG,R,,,,UNMARKED,G,, +GBY,,,L,,,,,,
,,,,,,,,,,,,,,,,, -GY,,,,,,,,,
,,,,,,,,,,,,,,,,, +GR,,TP-G,H,,,,,,
,,3/14/16,10:00 am,22,12,UNMARKED,2,,UNMARKED,R,TP-R,L/AB,7,GY,R,,,,,,,217,450,,4,
,,,,,,,,,GBR,R,WEB/TP-R,H/T,,GR,R,,,,,,,,,,,
,,,,,,,,,,,,,,GBl,G,,,,,,,,,,,
,,,,,,,,,,,,,,RYW,R,,,,,,,,,,,
,,,,,,,,,,,,,,RWB,R,,,,,,,,,,,
,,,,,,,,,,,,,,GBY,G,,,,,,,,,,,
,,,,,,,,,,,,,,GYW,G,,,,,,,,,,,
,,3/16/16,12:13 pm,23,18,GR,5,,GR,R,,W,3,GWBl,G,, -RYW,,,,R,220,326,,4,
,,,,,,,,,RBG,R,TP-R,AB,,RBG,R,, -GR,,,,,,,,,
,,,,,,,,,RYW,R,,L,,GWG,,, -RYW,,,,,,,,,
,,,,,,,,,GG,R,,H,,,,, -GG,,,,,,,,,
,,,,,,,,,GYR,G,,L,,,,, -GYR,,,,,,,,,
,,,,,,,,,,,,,,,,, +GG,,,L,,,,,,
,,3/17/16,2:00 pm,24,18,RYW,6,,RYW,R,,L,4,GR,R,, -RYW,,,,,,,,,
,,,,,,,,,RBG,G,,W,,GWY,G,, -GY,,,,,,,,,
,,,,,,,,,GY,G,,W,,GYW,R,, -GBY,,,,,,,,,
,,,,,,,,,GBl,R,TP-G,LW,,GG,G,, +GBY,,,,,,,,,
,,,,,,,,,GBY,,,W,,UNMARKED,R,, -RBG,,,,,,,,,
,,,,,,,,,GWBl,,TP-G,L,,,,, +RBG,,,H,,,,,,
,,,,,,,,,,,,,,,,, +RYW,,,AB,,,,,,
,,,,,,,,,,,,,,,,, -GBY,,WEB,,,,,,,
,,,,,,,,,,,,,,,,, -GWBl,,,,,,,,,
,,,,,,,,,,,,,,,,, +GWBl,,,T,,,,,,
,,,,,,,,,,,,,,,,, +GBY,,,T,,,,,,
,,3/18/16,10:20 am,25,18,GYG,7,,GYG,R,,AB,3,GYR,G,, -GYG,,,,,105,,,1,
,,,,,,,,,GYW ,R,,L,,GWB,R,, -GYW,,,,,,,,,
,,,,,,,,,GY,R,,,,GBY,R,, -GY,R,,,,,,,,
,,,,,,,,,GWBl,R,,,,,,, -GWBl,R,,,,,,,,
,,,,,,,,,GB,R,,L,,,,, -GB,,,,,,,,,
,,,,,,,,,RYW,R,TP-R/WEB,W,,,,, -RYW,,WEB,,,,,,,
,,,,,,,,,GR,R,,AB,,,,, -GR,,WEB,,,,,,,
,,,,,,,,,,,,,,,,, +GR,,,T,,,,,,
,,,,,,,,,,,,,,,,, +RYW,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
