frame ID,TREATMENT,Date,Time,Trial No.,first Attacking Time,First Attacker,No. of Attacker,Time After first Attck*,ID of attackers,Retreat,Activity**,Attacking part,No of comers,Id of comers,Retreat,Activity,Coming and Going back,Retreat,Activity,Attacking part,Pulling Towards,start time of pulling*,end time pulling,total time for pulling,intensity of pulling ***,Remarks
,,,,,,,,,,,,,,GWY,R,,,,,,,,,,,
,,,,,,,,,,,,,,GY,R,,,,,,,,,,,
,,3/10/16,12:41 pm,18,5,UNMARKED,5,,UNMARKED,R,TP-R,W/T,3,RG,R,,,,,,,,,,0,
,,,,,,,,,GRW,R,,H,,RY,R,,,,,,,,,,,
,,,,,,,,,GG,R,,T,,RGW,R,,,,,,,,,,,
,,,,,,,,,UNMARKED,R,TP-UP,L/AB,,,,,,,,,,,,,,
,,,,,,,,,RGR,R,,W/AB,,,,,,,,,,,,,,
,,3/12/16,2:50 pm,19,32,GG,5,,GG,R,,W,3,UNMARKED,R,, -GBY,,WEB,,,,,,0,
,,,,,,,,,RG,R,,L,,RR,R,, +GBY,,,AB,,,,,,
,,,,,,,,,GBY,R,WEB,AB,,GRW,R,,,,,,,,,,,
,,,,,,,,,RYG,R,,H,,,,,,,,,,,,,,
,,,,,,,,,RGY,R,,L,,,,,,,,,,,,,,
,,3/13/16,2:16 pm,20,22,UNMARKED,5,,UNMARKED,R,,W,4,UNMARED,R,, -UNMARKED,,,,R,343,,,4,
,,,,,,,,,RGY,R,TP-R,W,,RR,R,, -RG,,WEB,,,,,,,
,,,,,,,,,RG,G,,L,,GG,G,, -RGW,,,,,,,,,
,,,,,,,,,RGR,R,TP-R,H,,GRW,R,,,,,,,,,,,
,,,,,,,,,RGW,R,,H,,,,,,,,,,,,,,
,,3/14/16,11:15 am,21,14,UNMARKED,5,,UNMARKED,R,,L,5,RR,R,, -UNMARKED,,,,R,600,698,,4,
,,,,,,,,,RGR,R,WEB,W,,GBY,R,, -GRW,,,,,,,,,
,,,,,,,,,GRW,R,,W/H,,UNMARKED,R,, +UNMARKED,,,L,,,,,,
,,,,,,,,,RGY,R,,W,,RG,R,, -GY,R,,,,,,,,
,,,,,,,,,GY,,,AB,,RGW,R,, -GRW,,,,,,,,,
,,,,,,,,,,,,,,,,, -RGY,R,,,,,,,,
,,,,,,,,,,,,,,,,, +GRW,,,L,,,,,,
,,,,,,,,,,,,,,,,, +RGY,,,AB,,,,,,
,,,,,,,,,,,,,,,,, +GY,,,AB,,,,,,
,,,,,,,,,,,,,,,,, -GY,R,,,,,,,,
,,,,,,,,,,,,,,,,, -RGR,,WEB,,,,,,,
,,,,,,,,,,,,,,,,, +RGR,,TP-R,H,,,,,,
,,,,,,,,,,,,,,,,, -RGY,,,,,,,,,
,,3/15/16,2:00 pm,22,31,GYR,3,,,R,TP-R,L,2,RG,R,, -RGR,,,,R,240,340,,4,
,,,,,,,,,RGR,R,,L/H,,RGW,R,,,,,,,,,,,
,,,,,,,,,RYG,R,,AN/H,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/21/16,11:25 am,23,24,UNMARKED,7,,UNMARKED,R,,L,3,RGR,R,, -RG,,,,R,,449,,4,
,,,,,,,,,RYG,R,,L,,GRW,R,, -RGW,,,,,,,,,
,,,,,,,,,RGW,R,TP-R,L,,RR,G,, -UNMARKED,,,,,,,,,
,,,,,,,,,GY,R,TP-R,W,,,,, -UNMARKED,,,,,,,,,
,,,,,,,,,RG,R,,W,,,,, -RYG,,,,,,,,,
,,,,,,,,,RGY,R,TP-R,T,,,,, +RG,,,,,,,,,
,,,,,,,,,UNMARKED,R,,,,,,,,,,,,,,,,
,,3/22/16,12:25 pm,24,42,RG,5,,RG,R,,L,2,RGW,G,, -UNMARKED,,,,R,,,,1,
,,,,,,,,,UNMARKED,R,,L,,UNMARKED,R,, -RR,,WEB,,,,,,,
,,,,,,,,,RR,R,TP-R,AN,,,,, +UNMARKED,,,AB,,,,,,
,,,,,,,,,RGR,R,,W,,,,, +RR,,,H,,,,,,
,,,,,,,,,RGY,R,,L,,,,, -UNMARKED,,,,,,,,,
,,,,,,,,,,,,,,,,, -RGR,,,,,,,,,
,,3/23/16,12:34 pm,25,35,RGW,3,,RGW,R,TP-R/WEB,L,4,RYG,R,, -RGR,,,,R,186,416,,4,
,,,,,,,,,RGR,R,,AN,,GY,R,,,,,,,,,,,
,,,,,,,,,GBY,R,TP-R,W,,GBW,R,,,,,,,,,,,
,,,,,,,,,,,,,,UNMARKED,R,,,,,,,,,,,
