frame ID,TREATMENT,Date,Time,Trial No.,first Attacking Time,First Attacker,No. of Attacker,Time After first Attck*,ID of attackers,Retreat,Activity**,Attacking part,No of comers,Id of comers,Retreat,Activity,Coming and Going back,Retreat,Activity,Attacking part,Pulling Towards,start time of pulling*,end time pulling,total time for pulling,intensity of pulling ***,Remarks
12,SCDR,2/4/16,6:20 pm,1,75,GG,3,0,GG,R,TP-R/G,L,,,,, -RYR,,WEB,,G,,,,0,
,,,,,,,,,GBG,R,TP-R,AN,,,,, -GBG,,WEB,,,,,,,
,,,,,,,,,RYR,R,,AB,,,,,,,,,,,,,,
,,2/5/16,2:45 pm,2,21,GR,6,0,GR,R,,W,,,,, -GR,,,,R,69,,,0,
,,,,,,,,,GY,R,,W,,,,,,,,,,,,,,
,,,,,,,,,GBG,R,,H,,,,,,,,,,,,,,
,,,,,,,,,RGY,R,TP-R,AB,,,,,,,,,,,,,,
,,,,,,,,,GYR,R,,AN ,,,,,,,,,,,,,,
,,,,,,,,,RBY,R,,L,,,,,,,,,,,,,,
,,2/8/16,3:00 pm,3,232,RGY,3,0,RGY,R,,L,,,,,,,,,,,,,0,
,,,,,,,,,RGBl,R,,AN,,,,,,,,,,,,,,
,,,,,,,,,RY ,R,,,,,,,,,,,,,,,,
,,2/9/16,3:18 pm,4,38,RGR,1,0,RGR,R,TP-R,L/W/T,,,,, -RGR,,WEB,,R,,,,0,
,,,,,,,,,,,,,,,,, +RGR,,,,,,,,,
,,2/10/16,2:06 pm,5,7,GBY,4,0,GBY,R,TP-DOWN,W,,,,, -GYR,,,,R,,,,0,
,,,,,,,,,GYR,R,,L,,,,, -RG,R,,,,,,,,
,,,,,,,,,RBY,R,TP-R,T,,,,, +RG ,,,AB,,,,,,
,,,,,,,,,RG,R,,AB,,,,, +GYR,,,AB,,,,,,
,,,,,,,,,,,,,,,,, -RG,R,,,,,,,,
,,,,,,,,,,,,,,,,, -GYR,UP,,,,,,,,
,,2/11/16,11:25 am,6,50,RYR,2,0,RYR,R,TP-R,W/H,,,,, -RYB,R,,,G,,240,,0,
,,,,,,,,,RBY,G,TP-G,L,,,,,,,,,,,,,,
,,2/13/16,4:54 pm,7,19,RYR,5,0,RYR,R,TP-DOWN,AB,4,RR,R,, -RGR,G,,,R,,,,3,
,,,,,,,,,GY,R,TP-R,L,,RGY,R,, - UNMARKED,,,,,,,,,
,,,,,,,,,RGR,R,,L,,RG,G,, -RBR ,R,WEB,,,,,,,
,,,,,,,,,UNMARKED,R,,,,GBY,G,,,,,,,,,,,
,,,,,,,,,RBR,R,,W,,,,,,,,,,,,,,
,,2/15/16,12:30 pm,8,29,UNMARKED,5,0,UNMARKED,R,,L,3,RG,R,, -RGY,,WEB,,R,91,243,152,4,
,,,,,,,,,RGR,R,TP-R,H,,RYR,R,, -GG,R,,,,,,,,
,,,,,,,,,GBG,R,,L/T,,RBY,G,,,,,,,,,,,
,,,,,,,,,RGY,G,,L,,,,,,,,,,,,,,
,,,,,,,,,GG,R,,L,,,,,,,,,,,,,,
,,2/16/16,12:50 pm,9,162,GRW,2,0,GRW,R,TP-G,AN,3,RGBl,G,,,,,,R,,420,,4,
,,,,,,,,,RGY,G,,L,,GBW,R,,,,,,,,,,,
,,,,,,,,,,,,,,RYG,G,,,,,,,,,,,
,,2/17/16,3:45 pm,10,62,RG,3,0,RG,R,TP-R,W,7,RGY,R,,,,,,R,,,,4,
,,,,,,,,,RYR,R,TP-R,H,,GBG,R,,,,,,,,,,,
,,,,,,,,,RBY,G,,L,,GBY,R,,,,,,,,,,,
,,,,,,,,,,,,,,GY,R,,,,,,,,,,,
,,,,,,,,,,,,,,RYG,R,,,,,,,,,,,
,,,,,,,,,,,,,,RGR,R,,,,,,,,,,,
,,,,,,,,,,,,,,RYR,R,,,,,,,,,,,
,,2/18/16,11:40 pm,11,50,RGY,3,0,RGY,R,TP-R,L,,,,,,,,,R,,,,0,
,,,,,,,,,GY,R,,L ,,,,,,,,,,,,,,
,,,,,,,,,RGR,R,,H,,,,,,,,,,,,,,
,,2/19/16,2:00 pm,12,24,GBY,4,0,GBY,R,TP-R,L,3,GBG,R,, -RG,,WEB,,,,481,,4,
,,,,,,,,,GY,R,TP-R,T,,RGY,G,,,,,,,,,,,
,,,,,,,,,RGBl,R,TP-R,W,,RR,R,,,,,,,,,,,
,,,,,,,,,RG,G,,L,,,,,,,,,,,,,,
,,2/20/16,3:45 pm,13,5,RGR,4,,RGR,R,TP-R,H,2,GG,G,, -RGR,,,,R,,169,,4,
,,,,,,,,,RG,R,TP-R,H,,GBG,G,, -RYR,R,,,,,,,,
,,,,,,,,,RYR,R,,L,,,,, -GYR,,,,,,,,,
,,,,,,,,,GYR,R,,W,,,,,,,,,,,,,,
,,2/22/16,12:51 pm,14,54,RYR,3,0,RYR,R,,L,2,RGW,R,,,,,,R,,,,0,
,,,,,,,,147,RGW,R,,L,,GYG,R,,,,,,,,,,,
,,,,,,,,336,GYG,R,,W,,,,,,,,,,,,,,
,,2/25/16,2:27 pm,15,9,UNMARKED,9,0,UNMARKED,R,,L,3,RG,R,, -RGY,,,,R,,,,0,
,,,,,,,,,RGY,R,,L,,RY,R,,,,,,,,,,,
,,,,,,,,,GBY,R,,T,,RB,R,,,,,,,,,,,
,,,,,,,,,RYR,R,,W,,,,,,,,,,,,,,
,,,,,,,,,RGW,R,,L,,,,,,,,,,,,,,
,,,,,,,,,GRW,R,,H,,,,,,,,,,,,,,
,,,,,,,,,GG,R,,L,,,,,,,,,,,,,,
,,,,,,,,,UNMARKED,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,RYG,R,,AB,,,,,,,,,,,,,,
,,3/8/16,2:47 pm,16,9,GRW,8,0,GRW,R,TP-R,H,1,GYR,R,, -RYG,,,,R,,,,0,
,,,,,,,,,RGR,R,,T,,,,, +RYG,,,AB,,,,,,
,,,,,,,,,RGY,R,TP-R,AB,,,,,,,,,,,,,,
,,,,,,,,,RGW,R,,H/AB,,,,,,,,,,,,,,
,,,,,,,,,UNMARKED,G,,W,,,,,,,,,,,,,,
,,,,,,,,,RYG,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,GG,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,GY,R,,AB,,,,,,,,,,,,,,
,,3/9/16,2:00 pm,17,7,RGY,8,0,RGY,R,,H,12,S,,, -RGY,,,,R,150,,,3,
,,,,,,,,,RG,R,TP-R,L,,RYR,G,, -RGR,,,,,,,,,
,,,,,,,,,RGR,R,,AB,,RWG,G,, -GG,,,,,,,,,
,,,,,,,,,GG,R,,L,,RWR,G,, -RGW,,,,,,,,,
,,,,,,,,,UNMARKED,R,,L,,GR,G,, +RGY,,,AB,,,,,,
,,,,,,,,,GRW,R,TP-R,H,,GBG,G,, +GG,,,T,,,,,,
,,,,,,,,,RGW,R,,AB,,UNMARKED,G,,,,,,,,,,,
,,,,,,,,,RYG,R,,H,,RB,G,,,,,,,,,,,
,,,,,,,,,,,,,,RBY,R,,,,,,,,,,,
,,,,,,,,,,,,,,RYB,R,,,,,,,,,,,
