frame ID,TREATMENT,Date,Time,Trial No.,first Attacking Time,First Attacker,No. of Attacker,Time After first Attck*,ID of attackers,Retreat,Activity**,Attacking part,No of comers,Id of comers,Retreat,Activity,Coming and Going back,Retreat,Activity,Attacking part,Pulling Towards,start time of pulling*,end time pulling,total time for pulling,intensity of pulling ***,Remarks
,,,,,,,,12,RBY,R,WEB,W,,,,, -RWR,,,,,,,,,
,,,,,,,,14,RYBl,R,,W,,,,, -RYBl,,WEB,,,,,,,
,,,,,,,,40,RWR,R,,W,,,,, +RBY,,,T,,,,,,
,,,,,,,,63,GG,R,TP-R/WEB,L,,,,, -RBY,,WEB,,,,,,,
,,,,,,,,,GY,R,,L,,,,, +RYBl,,,AB,,,,,,
,,,,,,,,,,,,,,,,, +RBY,,,AB,,,,,,
,,,,,,,,,,,,,,,,, -RYBl,,,,,,,,,
,,,,,,,,,,,,,,,,, -GWG,,,,,,,,,
,,,,,,,,,,,,,,,,, +GWG,,,T,,,,,,
,,4/22/16,2:27 pm,7,18,RYR,5,0,RYR,R,,H,0,,,, -GBW,,,,,,,,0,
,,,,,,,,1,RWR,G,TP-G,L/AB,,,,, +GBW,,,AB,,,,,,
,,,,,,,,10,GBW,R,TP-R,L/W,,,,, -RWR,,WEB,,,,,,,
,,,,,,,,28,GY,R,,H,,,,, +RWR,,,AB,,,,,,
,,,,,,,,35,GYR,R,,T,,,,,,,,,,,,,,
,,4/22/16,3:33 pm,8,4,RBR,7,0,RBR,R,,L,2,GYR,R,, -RBR,,,,,,,,0,
,,,,,,,,1,GBW,R,TP-R,T/AB,,RYW,R,, -GWG,,,,,,,,,
,,,,,,,,2,GWG,R,,W/L,,,,, +GWG,,,AB,,,,,,
,,,,,,,,2,RYR,R,,AN/AB,,,,, -GBl,,,,,,,,,
,,,,,,,,2,RBY,R,,H/T,,,,,,,,,,,,,,
,,,,,,,,3,GBl,R,,,,,,,,,,,,,,,,
,,,,,,,,176,GYW,G,,AB,,,,,,,,,,,,,,
,,4/22/16,4:18 pm,9,8,RBR,11,0,RBR,TOP,,,3,RWR,G,, -RBR,,,,,,,,0,
,,,,,,,,0,RYR,TOP,,T,,RYBl,R,, -RBY,,,,,,,,,
,,,,,,,,0,RBY,R,,H,,GWR,R,, +RBY,,,T,,,,,,
,,,,,,,,1,GYW,R,,,,,,, -RWB,,,,,,,,,
,,,,,,,,1,GWG,R,,,,,,, -RBR,,,,,,,,,
,,,,,,,,2,RB,G,,L,,,,, -GBW,,,,,,,,,
,,,,,,,,3,RYW,R,,W/AB,,,,, +GBW,,,AB,,,,,,
,,,,,,,,3,RWB,G,,AB,,,,, +RBY,,,AB,,,,,,
,,,,,,,,3,GBW,R,TP-R,W/AB,,,,, -GWG,,,,,,,,,
,,,,,,,,112,RW,,,AB,,,,,,,,,,,,,,
,,,,,,,,,RYG,,,T,,,,,,,,,,,,,,
,,4/23/16,12:47 pm,10,6,GB,11,0,GB,R,TP-UP,W/T,3,GWG,R,, -RBR,,,,,,,,0,
,,,,,,,,0,RG,R,,,,GY,G,, -RG,,,,,,,,,
,,,,,,,,1,RBG,R,,L/AB,,GBW,G,, -RBG,,,,,,,,,
,,,,,,,,2,RB,G,,L,,,,, -RR,,,,,,,,,
,,,,,,,,3,GR,G,,H,,,,, +RR,,,AB,,,,,,
,,,,,,,,20,RR,G,,T/AB,,,,, -RY,,,,,,,,,
,,,,,,,,26,RBR,G,,W/H,,,,, -RW,,,,,,,,,
,,,,,,,,84,RY,R,,T/AB,,,,, +RW,,,AB,,,,,,
,,,,,,,,135,RW,R,,AB,,,,, +RBR,,,H,,,,,,
,,,,,,,,,RWB,,,T/AB,,,,, -RBR,,,,,,,,,
,,,,,,,,,RYW,,TP-R,,,,,, +RBG,,,AB,,,,,,
,,,,,,,,,,,,,,,,, +RY,,,AB,,,,,,
,,4/23/16,2:09 pm,11,4,RWY,11,0,RWY,G,,L,2,RBY,G,, -RBR,,,,,,,,0,
,,,,,,,,0,RYW,R,,T,,RR,R,, -GB,,,,,,,,,
,,,,,,,,1,GWY,R,,H,,,,, -RBG,,,,,,,,,
,,,,,,,,1,GR,R,,AB,,,,, +RBR,,,H,,,,,,
,,,,,,,,2,GBW,G,,T,,,,, -RBR,,,,,,,,,
,,,,,,,,2,GB,R,,,,,,, -RWY,,,,,,,,,
,,,,,,,,2,RB,R,,AB,,,,, -GWG,,,,,,,,,
,,,,,,,,8,GBl,R,,AB,,,,, -RYW,,,,,,,,,
,,,,,,,,10,RBR,G,,AB,,,,, +RBY,,,AB,,,,,,
,,,,,,,,,RBG,R,,AB,,,,, +RBG,,,AB,,,,,,
,,,,,,,,,GWG,,,H,,,,,,,,,,,,,,
,,4/23/16,2:40 pm,12,23,RBG,5,0,RBG,R,TP-R,L/AN/T,3,GWG,G,, -RY,,WEB,,R,157,,,4,
,,,,,,,,157,RY,R,,W,,RR,R,, -RWB,,,,,,,,,
,,,,,,,,277,RWY,G,,AB,,GBl,R,,,,,,,,,,,
,,,,,,,,277,RWB,R,,W/L,,,,,,,,,,,,,,
,,,,,,,,337,RB,R,TP-R,H,,,,,,,,,,,,,,
,,4/23/16,3:20 pm,13,5,GR,6,0,GR,R,TP-R,T,1,RBR,R,, -GBW,,,,,,,,0,
,,,,,,,,2,RR,R,WEB,L,,,,, -RR,R,,,,,,,,
,,,,,,,,3,RWY,R,,AB,,,,, +RR,,,AB,,,,,,
,,,,,,,,85,GBW,G,,,,,,,,,,,,,,,,
,,,,,,,,115,GYW,G,,AB,,,,,,,,,,,,,,
,,,,,,,,415,GBl,R,,AB,,,,,,,,,,,,,,
,,5/23/16,4:00 pm,14,45,GWY,7,0,GWY,R,,AB/H/AB,3,GYG,R,, -RWBl,,,,,,,,0,
,,,,,,,,1,RWR,G,,AN/L,,RY,R,, -RBG,,,,,,,,,
,,,,,,,,3,GBW,G,,T,,RBR,R,, -GY,G,,,,,,,,
,,,,,,,,25,RWBl,G,,,,,,, +GY,,,AB,,,,,,
,,,,,,,,25,RBG,G,,,,,,,,,,,,,,,,
,,,,,,,,25,GY,G,,L/T,,,,,,,,,,,,,,
,,,,,,,,195,RY,R,TP-R,AB,,,,,,,,,,,,,,
,,4/24/16,4:45 pm,15,5,RG,14,0,RG,R,,L,1,GWG,R,, -RG,,,,,,,,0,
,,,,,,,,0,GR,R,,,,,,, -RYR,,,,,,,,,
,,,,,,,,1,RWBl,G,,AB,,,,, -GR,,,,,,,,,
,,,,,,,,1,GBW,G,,AN,,,,, -RY,,,,,,,,,
,,,,,,,,1,GBY,R,,AB,,,,, +GR,,,,,,,,,
,,,,,,,,2,RBR,R,,H,,,,, -RWB,,,,,,,,,
,,,,,,,,2,GB,R,,AB,,,,, -GG,,,,,,,,,
,,,,,,,,2,RWR,G,,H,,,,, -GBW,,,,,,,,,
,,,,,,,,3,GR,R,,H,,,,, -RWR,,,,,,,,,
,,,,,,,,3,RYR,G,,,,,,, +RWR,,,,,,,,,
,,,,,,,,3,RY,R,,,,,,, -GR,,,,,,,,,
,,,,,,,,3,RBW,G,,,,,,, -RBR,,,,,,,,,
,,,,,,,,,GG,,,,,,,, -RWR,,,,,,,,,
,,,,,,,,,GYW,,,AB,,,,,,,,,,,,,,
,,4/24/16,5:20 pm,16,10,RW,9,0,RW,R,,,3,RBR,R,,,,,,,,,,0,
,,,,,,,,0,GB,G,WEB,AN,,GR,R,,,,,,,,,,,
,,,,,,,,0,RY,R,,AN,,RWY,R,,,,,,,,,,,
,,,,,,,,1,RWR,R,,W,,,,,,,,,,,,,,
,,,,,,,,1,RYBl,G,,L,,,,,,,,,,,,,,
,,,,,,,,1,RB,G,,W/T,,,,,,,,,,,,,,
,,,,,,,,45,GBW,R,,T,,,,,,,,,,,,,,
,,,,,,,,45,RR,R,,W,,,,,,,,,,,,,,
,,,,,,,,110,GG,R,,,,,,,,,,,,,,,,
,,4/24/16,6:00 pm,17,7,GYW,6,0,GYW,R,,T,2,GWG,R,, -RW,,,,,,,,0,
,,,,,,,,0,RWY,R,,L,,GWR,R,, -GBW,,,,,,,,,
,,,,,,,,0,GY,R,,T,,,,, -GYW,,,,,,,,,
,,,,,,,,0,RW,R,,,,,,, -RWY,,,,,,,,,
,,,,,,,,13,GBW,R,,L/H,,,,, -RW,,,,,,,,,
,,,,,,,,17,GWR,R,,AB,,,,, +RW,,,T,,,,,,
,,,,,,,,,,,,,,,,, +GBW,,,T,,,,,,
,,,,,,,,,,,,,,,,, +RWY,,,AB,,,,,,
,,,,,,,,,,,,,,,,, +GY,,,T,,,,,,
,,,,,,,,,,,,,,,,, +GYW,,,T,,,,,,
,,4/24/16,2:55 pm,18,6,RYW,6,0,RYW,R,,AB,2,GBl,R,, -RBR,,,,,,,,0,
,,,,,,,,0,GWY,R,,T,,GWG,G,,,,,,,,,,,
,,,,,,,,0,RWB,G,TP-G,T/H,,,,,,,,,,,,,,
,,,,,,,,0,RWR,R,,L,,,,,,,,,,,,,,
,,,,,,,,0,RBR,G,,AN,,,,,,,,,,,,,,
,,,,,,,,54,GG,R,,W,,,,,,,,,,,,,,
,,4/25/16,3:50 pm,19,4,RWBl,7,0,RWBl,TOP,,AN,1,GBl,R,, -RWY,,,,,,,,0,
,,,,,,,,0,RWY,TOP,TP-R,L/AB,,,,, +RWY,,,AB,,,,,,
,,,,,,,,0,RYW,R,,L/AB,,,,, -RYW,,,,,,,,,
,,,,,,,,0,RYBl,R,TP-R,L/AB,,,,, -RYBl,,,,,,,,,
,,,,,,,,54,GB,R,,L,,,,, +RYW,,,T,,,,,,
,,,,,,,,55,GWY,G,,AB,,,,, -GWY,,WEB,,,,,,,
,,,,,,,,476,RB,R,,L,,,,, -RB,,,,,,,,,
,,4/25/16,4:24 pm,20,6,GR,11,0,GR,R,,T,2,GWG,G,, -RWY,,,,,,,,0,
,,,,,,,,0,RWY,R,,W,,RWB,R,, -GBY,,,,,,,,,
,,,,,,,,0,RYBl,R,,H,,,,, -GR,,,,,,,,,
,,,,,,,,0,GB,R,,L,,,,, +GBY,,,T,,,,,,
,,,,,,,,2,RBR,G,,AB,,,,, +RWY,,,H,,,,,,
,,,,,,,,4,RB,G,,T/AB,,,,, -RYBl,R,,,,,,,,
,,,,,,,,6,GBW,G,,,,,,, -RBR,,,,,,,,,
,,,,,,,,6,RYR,G,,,,,,, -RWY,,,,,,,,,
,,,,,,,,7,RYW,,,,,,,, -GBY,,,,,,,,,
,,,,,,,,7,GBY,,,,,,,, +GBY,,,H,,,,,,
,,,,,,,,534,GWY,R,,H,,,,, -RYW,,,,,,,,,
,,4/25/16,4:50 pm,21,60,GR,1,0,GR,R,TP-R,L/W,0,,,,,,,,R,480,720,240,4,
,,4/26/16,2:30 pm,22,12,GBl,6,0,GBl,R,,L,2,GWR,R,, -RWR,,WEB,,,,,,0,
,,,,,,,,1,RB,G,,H,,RWY,R,,,,,,,,,,,
,,,,,,,,3,RBR,G,,T/AB,,,,,,,,,,,,,,
,,,,,,,,3,RWR,R,,L/AB,,,,,,,,,,,,,,
,,,,,,,,23,RWB,G,TP-G,T,,,,,,,,,,,,,,
,,,,,,,,26,GBY,R,TP-R,L,,,,,,,,,,,,,,
,,4/26/16,3:20 pm,23,4,RG,9,0,RG,R,,,2,RBl,R,, -RG,,,,,,,,0,
,,,,,,,,0,RB,R,,AB,,RWY,R,, -RBl,,,,,,,,,
,,,,,,,,1,RWB,R,,AB,,,,,,,,,,,,,,
,,,,,,,,1,GBY,R,,AB,,,,,,,,,,,,,,
,,,,,,,,1,RWR,G,,AB,,,,,,,,,,,,,,
,,,,,,,,1,RBR,G,,H,,,,,,,,,,,,,,
,,,,,,,,1,GYW,R,,L,,,,,,,,,,,,,,
,,,,,,,,25,RYG,G,,H,,,,,,,,,,,,,,
,,,,,,,,26,RWBl,R,,AB,,,,,,,,,,,,,,
,,4/26/16,3:50 pm,24,9,RWBl,7,0,RWBl,R,,W/T,2,RBl,G,WEB, -RYBl,,,,R,,,,3,
,,,,,,,,1,RWB,R,TP-R,L,,RBR,R,, -RWBl,,,,,,,,,
,,,,,,,,1,GBY,R,,L,,,,, -RYG,,WEB,,,,,,,
,,,,,,,,1,RR,G,,AB,,,,, -GBY,,,,,,,,,
,,,,,,,,3,RYG,R,,,,,,, +RYG,,,T,,,,,,
,,,,,,,,3,RYBl,R,,,,,,, -RR,,,,,,,,,
,,,,,,,,68,GWG,,,AB,,,,, +RYBl,,,T,,,,,,
,,4/26/16,4:10 pm,25,20,RBl,3,0,RBl,R,WEB/TP-R,AN,0,,,, -GR,,WEB,,,,,,0,
,,,,,,,,40,RBR,R,TP-DOWN,AN/T,,,,, +GR,,WEB/TP-R,AB/L,,,,,,
,,,,,,,,42,GR,R,,L,,,,, -RBl,,WEB,,,,,,,
,,,,,,,,,,,,,,,,, +RBl,,,AB,,,,,,
,,,,,,,,,,,,,,,,, -RBR,,,,,,,,,
,,,,,,,,,,,,,,,,, -RBl,,,,,,,,,
