,D0: Trial,D1: Attackers,D2: Retreat
0,1.0,9,14.0
1,1.0,25,14.0
2,1.0,5,10.0
3,2.0,30,14.0
4,2.0,34,10.0
5,2.0,18,10.0
6,3.0,23,14.0
7,3.0,10,14.0
8,3.0,8,14.0
9,3.0,18,10.0
10,3.0,5,10.0
11,3.0,16,14.0
12,3.0,15,14.0
13,3.0,28,14.0
14,4.0,12,10.0
15,4.0,39,14.0
16,4.0,18,10.0
17,4.0,28,10.0
18,4.0,15,14.0
19,4.0,25,10.0
20,5.0,19,14.0
21,5.0,31,14.0
22,5.0,23,14.0
23,5.0,13,14.0
24,5.0,18,14.0
25,5.0,21,14.0
26,5.0,1,0.0
27,6.0,35,14.0
28,6.0,31,10.0
29,6.0,3,14.0
30,6.0,6,14.0
31,6.0,28,14.0
32,6.0,20,10.0
33,6.0,23,10.0
34,7.0,31,14.0
35,7.0,12,14.0
36,7.0,23,10.0
37,7.0,19,14.0
38,8.0,33,14.0
39,8.0,2,10.0
40,10.0,40,14.0
41,10.0,35,10.0
42,10.0,-1,14.0
43,10.0,28,0.0
44,10.0,3,14.0
45,11.0,33,14.0
46,11.0,10,14.0
47,11.0,34,14.0
48,11.0,22,14.0
49,11.0,2,14.0
50,11.0,16,10.0
51,11.0,15,10.0
52,12.0,8,14.0
53,12.0,40,14.0
54,12.0,18,14.0
55,12.0,17,14.0
56,12.0,32,10.0
57,12.0,35,10.0
58,12.0,14,0.0
59,12.0,-1,14.0
60,12.0,20,14.0
61,12.0,19,10.0
62,13.0,28,14.0
63,13.0,10,14.0
64,13.0,6,10.0
65,13.0,11,10.0
66,13.0,-1,10.0
67,13.0,32,10.0
68,13.0,4,10.0
69,14.0,-1,10.0
70,14.0,8,10.0
71,14.0,4,14.0
72,14.0,12,10.0
73,14.0,28,14.0
74,14.0,40,14.0
75,14.0,34,10.0
76,14.0,2,14.0
77,15.0,40,14.0
78,15.0,14,10.0
79,15.0,22,14.0
80,15.0,6,10.0
81,15.0,16,10.0
82,15.0,15,14.0
