,D0: Trial,D1: Attackers,D2: Retreat
0,10,20,10.0
1,10,5,14.0
2,10,39,14.0
3,11,20,14.0
4,11,15,14.0
5,11,2,10.0
6,12,39,10.0
7,12,40,10.0
8,12,7,14.0
9,12,35,10.0
10,12,8,10.0
11,13,25,10.0
12,13,6,14.0
13,13,29,14.0
14,13,33,14.0
15,13,23,14.0
16,14,18,14.0
17,14,6,0.0
18,14,22,10.0
19,14,28,10.0
20,14,2,10.0
21,14,7,10.0
22,14,11,14.0
23,2,2,10.0
24,2,7,10.0
25,3,40,10.0
26,3,31,10.0
27,3,35,14.0
28,3,5,10.0
29,3,27,14.0
30,4,40,10.0
31,4,7,14.0
32,4,10,10.0
33,4,35,10.0
34,4,27,14.0
35,5,10,10.0
36,5,31,10.0
37,5,35,14.0
38,6,40,14.0
39,6,35,10.0
40,6,36,10.0
41,7,10,14.0
42,7,31,0.0
43,7,5,10.0
44,7,40,14.0
45,8,10,10.0
46,8,40,10.0
47,9,5,10.0
48,9,2,10.0
