,D0: Trial,D1: Comers
0,1.0,-1
1,1.0,32
2,1.0,22
3,1.0,21
4,1.0,34
5,1.0,31
6,3.0,12
7,3.0,34
8,3.0,-1
9,4.0,29
10,4.0,-1
11,4.0,9
12,5.0,6
13,5.0,16
14,7.0,23
15,7.0,21
16,7.0,12
17,7.0,6
18,9.0,1
19,9.0,3
20,9.0,31
21,10.0,-1
22,11.0,-1
23,12.0,-1
24,12.0,-1
25,12.0,22
26,14.0,2
27,14.0,22
28,16.0,7
29,16.0,31
30,17.0,7
31,17.0,23
32,18.0,31
33,18.0,9
34,18.0,7
35,19.0,16
36,20.0,12
37,20.0,11
38,20.0,3
39,20.0,9
40,21.0,15
41,21.0,12
42,21.0,9
43,22.0,7
44,22.0,26
