,D0: Trial,D1: Attackers,D2: Retreat
0,1.0,21,10.0
1,1.0,1,10.0
2,1.0,3,10.0
3,1.0,12,10.0
4,1.0,5,14.0
5,1.0,4,10.0
6,2.0,10,14.0
7,2.0,34,14.0
8,2.0,40,14.0
9,2.0,15,10.0
10,2.0,30,10.0
11,2.0,20,14.0
12,2.0,21,10.0
13,2.0,24,14.0
14,2.0,13,14.0
15,3.0,15,10.0
16,3.0,26,14.0
17,3.0,21,10.0
18,3.0,10,10.0
19,3.0,31,0.0
20,3.0,35,10.0
21,3.0,11,10.0
22,3.0,9,14.0
23,3.0,39,14.0
24,3.0,30,0.0
25,4.0,2,14.0
26,4.0,21,10.0
27,4.0,8,14.0
28,4.0,31,0.0
29,4.0,13,10.0
30,4.0,9,14.0
31,4.0,10,14.0
32,4.0,32,10.0
33,4.0,3,0.0
34,5.0,8,10.0
35,5.0,11,14.0
36,5.0,32,10.0
37,5.0,20,14.0
38,5.0,21,10.0
39,5.0,-1,14.0
40,5.0,1,14.0
41,5.0,15,14.0
42,5.0,4,14.0
43,5.0,10,14.0
44,6.0,1,0.0
45,6.0,10,14.0
46,6.0,5,10.0
47,6.0,32,10.0
48,6.0,26,10.0
49,6.0,2,0.0
50,6.0,31,14.0
51,6.0,24,0.0
52,7.0,31,10.0
53,7.0,26,14.0
54,7.0,3,10.0
55,7.0,28,10.0
56,7.0,40,14.0
57,7.0,34,0.0
58,8.0,34,14.0
59,8.0,2,14.0
60,8.0,9,14.0
61,8.0,12,14.0
62,8.0,10,14.0
63,8.0,24,14.0
64,8.0,8,10.0
65,8.0,39,10.0
66,8.0,14,10.0
67,8.0,6,10.0
68,8.0,23,14.0
69,8.0,3,10.0
70,8.0,22,14.0
71,8.0,28,0.0
72,10.0,24,0.0
73,10.0,9,14.0
74,10.0,3,0.0
75,10.0,22,10.0
76,11.0,9,10.0
77,11.0,2,14.0
78,11.0,40,14.0
79,11.0,1,14.0
80,11.0,35,14.0
81,11.0,14,10.0
82,11.0,32,10.0
83,11.0,24,14.0
84,12.0,33,10.0
85,12.0,29,10.0
86,12.0,3,10.0
87,12.0,15,10.0
88,12.0,20,10.0
89,12.0,10,14.0
90,12.0,40,10.0
91,13.0,26,10.0
92,13.0,34,14.0
93,13.0,6,10.0
94,13.0,35,14.0
95,13.0,31,14.0
96,13.0,5,14.0
97,13.0,10,10.0
98,13.0,20,10.0
99,14.0,10,10.0
100,14.0,32,10.0
101,15.0,12,10.0
102,15.0,34,14.0
103,15.0,8,10.0
104,15.0,32,14.0
