,D0: Trial,D1: Comers
0,7.0,3
1,7.0,24
2,7.0,2
3,7.0,20
4,7.0,11
5,7.0,37
6,7.0,10
7,7.0,1
8,7.0,34
9,7.0,4
10,8.0,9
11,8.0,13
12,8.0,6
13,9.0,15
14,9.0,6
15,9.0,29
16,9.0,39
17,10.0,18
18,10.0,1
19,10.0,22
20,10.0,26
21,11.0,6
22,11.0,32
23,11.0,33
24,12.0,-1
25,13.0,37
26,13.0,1
27,13.0,12
28,14.0,28
29,16.0,26
30,17.0,2
31,17.0,40
32,19.0,12
33,19.0,4
34,20.0,-1
35,20.0,-1
36,21.0,-1
37,21.0,-1
38,21.0,-1
39,22.0,-1
40,22.0,-1
41,22.0,-1
