,D0: Trial,D1: Attackers,D2: Retreat
0,2.0,20,10.0
1,2.0,5,14.0
2,3.0,20,14.0
3,3.0,15,14.0
4,3.0,2,10.0
5,3.0,40,10.0
6,3.0,7,14.0
7,3.0,35,10.0
8,3.0,8,10.0
9,5.0,25,10.0
10,5.0,6,14.0
11,5.0,29,14.0
12,5.0,23,14.0
13,6.0,18,14.0
14,6.0,6,0.0
15,6.0,2,10.0
16,6.0,7,10.0
17,7.0,2,10.0
18,7.0,7,10.0
19,8.0,40,10.0
20,8.0,35,14.0
21,8.0,5,10.0
22,8.0,27,14.0
23,9.0,40,10.0
24,9.0,7,14.0
25,9.0,10,10.0
26,9.0,35,10.0
27,9.0,27,14.0
28,10.0,10,10.0
29,10.0,35,14.0
30,11.0,40,14.0
31,11.0,35,10.0
32,11.0,36,10.0
33,12.0,10,14.0
34,12.0,5,10.0
35,12.0,40,14.0
36,13.0,10,10.0
37,13.0,40,10.0
38,14.0,5,10.0
39,14.0,2,10.0
