,D0: Trial,D1: Attackers,D2: Retreat
0,1.0,12,10.0
1,1.0,35,10.0
2,1.0,3,10.0
3,1.0,36,10.0
4,1.0,38,10.0
5,2.0,35,14.0
6,2.0,26,10.0
7,2.0,8,10.0
8,2.0,23,10.0
9,2.0,36,14.0
10,3.0,35,14.0
11,3.0,27,14.0
12,3.0,31,14.0
13,3.0,36,10.0
14,4.0,40,10.0
15,4.0,36,10.0
16,4.0,3,10.0
17,4.0,12,14.0
18,4.0,38,10.0
19,4.0,23,10.0
20,4.0,24,10.0
21,4.0,8,10.0
22,5.0,9,10.0
23,5.0,6,10.0
24,5.0,18,10.0
25,6.0,33,10.0
26,6.0,18,10.0
27,6.0,8,10.0
28,6.0,32,10.0
29,6.0,30,10.0
30,6.0,13,14.0
31,6.0,35,10.0
32,7.0,21,14.0
33,7.0,35,10.0
34,7.0,12,14.0
35,7.0,40,10.0
36,7.0,15,10.0
37,7.0,22,10.0
38,8.0,9,10.0
39,8.0,23,10.0
40,8.0,35,14.0
41,8.0,13,10.0
42,9.0,18,14.0
43,9.0,34,10.0
44,9.0,6,10.0
45,9.0,13,10.0
46,9.0,37,14.0
47,10.0,19,14.0
48,10.0,6,10.0
49,10.0,12,10.0
50,10.0,34,14.0
51,10.0,35,10.0
52,10.0,31,10.0
53,10.0,21,14.0
54,10.0,4,14.0
55,11.0,40,10.0
56,11.0,32,10.0
57,11.0,21,10.0
58,13.0,32,10.0
59,13.0,34,10.0
60,13.0,9,10.0
61,13.0,7,10.0
62,13.0,25,10.0
63,13.0,33,0.0
64,14.0,-1,10.0
65,14.0,17,10.0
66,14.0,9,10.0
67,14.0,6,10.0
68,14.0,40,10.0
69,15.0,33,10.0
70,15.0,-1,10.0
71,15.0,37,14.0
72,15.0,25,14.0
73,15.0,9,10.0
74,15.0,36,10.0
75,16.0,-1,10.0
76,16.0,34,10.0
77,16.0,-1,10.0
78,16.0,-1,10.0
79,16.0,31,10.0
80,16.0,-1,10.0
81,16.0,37,14.0
82,16.0,31,10.0
83,17.0,18,10.0
84,17.0,-1,10.0
85,17.0,31,10.0
86,17.0,37,10.0
87,17.0,6,10.0
88,17.0,35,10.0
89,18.0,-1,10.0
90,18.0,-1,10.0
91,18.0,-1,10.0
92,18.0,6,10.0
93,19.0,25,0.0
94,19.0,-1,10.0
95,19.0,22,0.0
96,19.0,18,10.0
97,19.0,27,10.0
98,19.0,34,10.0
99,19.0,-1,10.0
100,19.0,-1,14.0
101,20.0,40,14.0
102,20.0,7,14.0
103,20.0,34,10.0
104,20.0,-1,14.0
105,20.0,-1,10.0
106,20.0,25,14.0
107,20.0,31,10.0
108,20.0,18,14.0
109,20.0,22,14.0
110,20.0,6,14.0
111,20.0,39,14.0
112,21.0,-1,10.0
113,21.0,34,10.0
114,21.0,39,10.0
115,22.0,-1,10.0
116,22.0,20,10.0
117,23.0,33,10.0
118,23.0,34,10.0
119,23.0,18,10.0
120,24.0,33,10.0
121,24.0,-1,10.0
122,24.0,39,10.0
123,24.0,34,10.0
124,25.0,39,10.0
125,25.0,-1,10.0
