,D0: Trial,D1: Attackers,D2: Retreat
0,1.0,25,14.0
1,1.0,18,14.0
2,1.0,36,10.0
3,1.0,34,14.0
4,1.0,32,14.0
5,1.0,37,10.0
6,1.0,24,14.0
7,1.0,1,10.0
8,1.0,3,14.0
9,1.0,39,14.0
10,1.0,9,14.0
11,1.0,12,10.0
12,1.0,33,10.0
13,2.0,27,14.0
14,2.0,37,14.0
15,3.0,22,14.0
16,3.0,36,14.0
17,3.0,35,14.0
18,3.0,14,10.0
19,3.0,1,10.0
20,3.0,19,10.0
21,3.0,23,14.0
22,4.0,34,14.0
23,4.0,40,14.0
24,4.0,12,14.0
25,4.0,25,14.0
26,4.0,30,14.0
27,4.0,39,10.0
28,4.0,23,14.0
29,4.0,32,14.0
30,4.0,14,0.0
31,5.0,5,14.0
32,5.0,10,14.0
33,5.0,1,14.0
34,5.0,33,10.0
35,5.0,9,0.0
36,6.0,25,14.0
37,6.0,12,10.0
38,6.0,29,14.0
39,6.0,28,10.0
40,6.0,24,10.0
41,6.0,37,14.0
42,7.0,32,14.0
43,7.0,23,14.0
44,7.0,16,14.0
45,7.0,20,14.0
46,7.0,11,14.0
47,7.0,3,14.0
48,8.0,34,14.0
49,8.0,36,14.0
50,8.0,31,10.0
51,8.0,38,14.0
52,8.0,32,10.0
53,8.0,18,14.0
54,8.0,40,14.0
55,9.0,29,14.0
56,9.0,17,14.0
57,9.0,11,14.0
58,9.0,12,14.0
59,10.0,34,10.0
60,10.0,11,10.0
61,10.0,29,10.0
62,10.0,30,10.0
63,10.0,31,14.0
64,10.0,33,14.0
65,10.0,40,14.0
66,10.0,18,14.0
67,10.0,12,10.0
68,11.0,11,14.0
69,11.0,40,14.0
70,11.0,12,14.0
71,11.0,29,14.0
72,11.0,3,10.0
73,11.0,31,14.0
74,11.0,1,14.0
75,11.0,37,14.0
76,11.0,17,10.0
77,11.0,34,14.0
78,11.0,33,14.0
79,11.0,32,14.0
80,11.0,24,14.0
81,12.0,12,14.0
82,12.0,1,14.0
83,12.0,23,14.0
84,12.0,31,14.0
85,12.0,19,14.0
86,12.0,29,14.0
87,12.0,24,14.0
88,13.0,37,14.0
89,13.0,32,10.0
90,13.0,18,14.0
91,13.0,12,10.0
92,13.0,25,14.0
93,13.0,5,10.0
94,13.0,9,14.0
95,13.0,4,14.0
96,13.0,40,0.0
97,13.0,19,0.0
98,14.0,37,10.0
99,14.0,1,10.0
100,14.0,24,14.0
101,14.0,10,14.0
102,14.0,-1,14.0
103,14.0,31,14.0
104,14.0,11,14.0
105,14.0,25,14.0
106,14.0,34,14.0
107,15.0,17,14.0
108,15.0,10,14.0
109,15.0,25,10.0
110,15.0,18,14.0
111,15.0,37,10.0
112,15.0,31,14.0
113,15.0,32,14.0
114,15.0,1,10.0
115,15.0,7,14.0
116,15.0,28,14.0
117,15.0,24,14.0
118,15.0,3,14.0
119,15.0,36,0.0
120,15.0,5,14.0
