,D0: Trial,D1: Attackers,D2: Retreat
0,1.0,8,14.0
1,1.0,2,14.0
2,1.0,7,10.0
3,1.0,27,14.0
4,1.0,38,10.0
5,1.0,1,14.0
6,1.0,4,14.0
7,1.0,6,14.0
8,1.0,37,14.0
9,1.0,39,14.0
10,1.0,29,10.0
11,1.0,26,10.0
12,1.0,24,14.0
13,1.0,3,14.0
14,1.0,9,14.0
15,1.0,14,14.0
16,1.0,12,0.0
17,1.0,22,14.0
18,1.0,16,0.0
19,2.0,4,14.0
20,2.0,14,14.0
21,2.0,10,14.0
22,2.0,8,10.0
23,2.0,39,10.0
24,2.0,5,10.0
25,2.0,37,10.0
26,2.0,28,10.0
27,2.0,15,10.0
28,2.0,16,14.0
29,2.0,24,14.0
30,3.0,16,14.0
31,3.0,37,14.0
32,3.0,38,14.0
33,3.0,3,14.0
34,3.0,7,10.0
35,3.0,29,14.0
36,3.0,9,14.0
37,3.0,14,14.0
38,3.0,4,14.0
39,3.0,24,14.0
40,3.0,11,14.0
41,4.0,1,14.0
42,4.0,10,14.0
43,4.0,22,10.0
44,4.0,24,10.0
45,4.0,36,14.0
46,4.0,4,14.0
47,4.0,9,14.0
48,4.0,2,14.0
49,4.0,12,14.0
50,4.0,6,10.0
51,4.0,37,14.0
52,4.0,21,14.0
53,4.0,19,10.0
54,4.0,15,0.0
55,4.0,8,10.0
56,4.0,28,10.0
57,5.0,9,14.0
58,5.0,29,10.0
59,5.0,24,14.0
60,5.0,23,14.0
61,5.0,12,10.0
62,5.0,27,14.0
63,5.0,37,10.0
64,5.0,30,10.0
65,5.0,16,14.0
66,5.0,1,14.0
67,5.0,39,10.0
68,6.0,9,10.0
69,6.0,8,14.0
70,6.0,4,14.0
71,6.0,16,10.0
72,6.0,1,10.0
73,6.0,3,14.0
74,6.0,27,14.0
75,7.0,29,14.0
76,7.0,11,10.0
77,7.0,20,14.0
78,7.0,4,14.0
79,7.0,16,10.0
80,7.0,22,10.0
81,7.0,30,10.0
82,7.0,37,14.0
83,7.0,7,10.0
84,7.0,38,14.0
85,7.0,9,14.0
86,7.0,27,10.0
87,7.0,28,10.0
88,8.0,9,10.0
89,8.0,12,14.0
90,8.0,29,14.0
91,8.0,5,10.0
92,8.0,6,10.0
93,8.0,1,14.0
94,8.0,16,14.0
95,8.0,3,14.0
96,8.0,28,10.0
97,8.0,24,10.0
98,9.0,9,14.0
99,9.0,21,14.0
100,9.0,4,10.0
101,9.0,28,10.0
102,9.0,29,14.0
103,9.0,6,14.0
104,9.0,16,14.0
105,9.0,8,10.0
106,9.0,25,10.0
107,9.0,37,10.0
108,10.0,4,14.0
109,10.0,9,14.0
110,10.0,19,14.0
111,10.0,29,14.0
112,10.0,16,14.0
113,10.0,2,14.0
114,10.0,21,14.0
115,10.0,22,14.0
116,10.0,13,10.0
117,10.0,8,14.0
118,10.0,1,10.0
119,10.0,20,10.0
120,10.0,3,14.0
121,11.0,9,14.0
122,11.0,20,10.0
123,11.0,4,10.0
124,11.0,29,10.0
125,11.0,3,14.0
126,11.0,8,14.0
127,11.0,22,14.0
128,11.0,16,14.0
129,12.0,20,14.0
130,12.0,2,10.0
131,12.0,9,14.0
132,12.0,22,14.0
133,12.0,5,10.0
134,12.0,4,14.0
135,12.0,8,10.0
136,12.0,29,10.0
137,12.0,3,10.0
138,13.0,3,14.0
139,13.0,9,14.0
140,13.0,10,14.0
141,13.0,29,14.0
142,13.0,21,14.0
143,13.0,4,0.0
144,13.0,22,14.0
145,14.0,4,14.0
146,14.0,22,10.0
147,14.0,9,10.0
148,14.0,3,14.0
149,14.0,5,10.0
150,14.0,8,14.0
151,14.0,21,10.0
152,14.0,29,14.0
153,15.0,9,10.0
154,15.0,4,14.0
155,15.0,29,10.0
156,15.0,8,14.0
157,15.0,22,14.0
158,15.0,20,14.0
159,15.0,2,14.0
