,D0: Trial,D1: Attackers,D2: Retreat
0,1.0,19,0.0
1,1.0,8,0.0
2,1.0,39,14.0
3,1.0,36,10.0
4,1.0,7,0.0
5,1.0,2,10.0
6,1.0,40,10.0
7,2.0,18,14.0
8,2.0,38,10.0
9,2.0,37,0.0
10,2.0,28,0.0
11,2.0,5,14.0
12,2.0,2,10.0
13,2.0,9,10.0
14,2.0,39,14.0
15,2.0,3,0.0
16,2.0,10,0.0
17,2.0,7,0.0
18,3.0,6,0.0
19,3.0,37,0.0
20,3.0,7,0.0
21,3.0,36,0.0
22,3.0,34,0.0
23,3.0,15,14.0
24,3.0,20,14.0
25,3.0,31,0.0
26,3.0,21,0.0
27,3.0,7,0.0
28,3.0,12,14.0
29,3.0,3,0.0
30,3.0,38,0.0
31,3.0,22,0.0
32,4.0,8,0.0
33,4.0,31,0.0
34,4.0,38,14.0
35,4.0,18,0.0
36,4.0,28,14.0
37,4.0,9,10.0
38,4.0,34,14.0
39,4.0,23,10.0
40,4.0,40,0.0
41,4.0,35,0.0
42,4.0,39,0.0
43,4.0,26,0.0
44,5.0,15,14.0
45,5.0,27,0.0
46,5.0,5,10.0
47,5.0,34,14.0
48,5.0,11,0.0
49,5.0,13,10.0
50,5.0,8,0.0
51,5.0,30,0.0
52,5.0,29,0.0
53,6.0,8,10.0
54,6.0,26,0.0
55,6.0,18,0.0
56,6.0,19,0.0
57,6.0,22,0.0
58,6.0,24,10.0
59,6.0,1,0.0
60,6.0,3,0.0
61,6.0,9,0.0
62,7.0,15,10.0
63,7.0,20,10.0
64,7.0,18,10.0
65,7.0,19,10.0
66,7.0,27,14.0
67,7.0,26,14.0
68,7.0,35,0.0
69,7.0,8,14.0
70,8.0,9,0.0
71,8.0,39,14.0
72,9.0,2,0.0
73,9.0,8,0.0
74,9.0,21,10.0
75,9.0,9,14.0
76,9.0,27,14.0
77,9.0,38,10.0
78,9.0,17,14.0
79,9.0,20,14.0
80,9.0,10,0.0
81,9.0,19,14.0
82,9.0,31,0.0
83,10.0,24,0.0
84,10.0,19,0.0
85,10.0,16,10.0
86,11.0,17,10.0
87,11.0,35,14.0
88,11.0,17,14.0
89,11.0,27,10.0
90,11.0,25,10.0
91,11.0,8,0.0
92,11.0,11,0.0
93,12.0,8,10.0
94,12.0,6,10.0
95,12.0,31,14.0
96,12.0,35,14.0
97,12.0,7,10.0
98,12.0,34,10.0
99,12.0,19,14.0
100,12.0,26,10.0
101,13.0,20,10.0
102,13.0,11,10.0
103,13.0,8,10.0
104,13.0,19,14.0
105,13.0,26,14.0
106,13.0,18,0.0
107,13.0,39,14.0
108,13.0,29,0.0
109,13.0,16,10.0
110,13.0,7,0.0
111,14.0,27,0.0
112,14.0,10,14.0
113,14.0,18,14.0
114,14.0,7,14.0
115,14.0,2,0.0
116,14.0,1,0.0
117,14.0,21,14.0
118,14.0,20,14.0
119,14.0,34,0.0
120,14.0,26,0.0
121,14.0,40,0.0
122,15.0,16,0.0
123,15.0,30,0.0
124,15.0,9,14.0
125,15.0,15,0.0
126,15.0,26,14.0
127,15.0,14,10.0
128,15.0,11,10.0
129,15.0,9,14.0
130,15.0,3,0.0
131,15.0,2,10.0
132,15.0,35,14.0
133,16.0,15,0.0
134,16.0,23,0.0
135,16.0,17,10.0
136,16.0,40,0.0
137,16.0,18,10.0
138,16.0,35,10.0
139,16.0,5,0.0
140,17.0,37,0.0
141,17.0,11,0.0
142,17.0,34,10.0
143,17.0,17,0.0
144,17.0,36,14.0
145,17.0,2,10.0
146,17.0,16,14.0
147,17.0,10,14.0
148,17.0,21,10.0
149,18.0,19,0.0
150,18.0,34,0.0
151,18.0,9,0.0
152,18.0,21,0.0
153,18.0,17,0.0
154,18.0,33,0.0
155,18.0,11,0.0
156,19.0,15,10.0
157,19.0,35,10.0
158,19.0,36,10.0
159,19.0,18,10.0
160,19.0,34,10.0
161,19.0,39,0.0
162,19.0,21,0.0
163,20.0,7,10.0
164,20.0,1,14.0
165,20.0,9,14.0
166,20.0,27,10.0
167,20.0,30,14.0
168,20.0,14,10.0
169,20.0,30,0.0
170,21.0,29,0.0
171,21.0,39,10.0
172,21.0,35,10.0
173,21.0,30,14.0
174,21.0,25,14.0
175,21.0,26,10.0
176,21.0,7,10.0
177,22.0,24,0.0
178,22.0,5,0.0
179,22.0,16,0.0
180,22.0,9,0.0
181,22.0,39,14.0
182,22.0,29,0.0
183,22.0,14,0.0
184,23.0,9,0.0
185,23.0,15,0.0
186,23.0,25,0.0
187,23.0,29,0.0
188,23.0,2,0.0
189,23.0,30,10.0
190,24.0,25,0.0
191,24.0,34,0.0
192,24.0,26,0.0
193,24.0,14,10.0
194,25.0,25,0.0
195,25.0,26,0.0
196,25.0,21,0.0
197,25.0,14,0.0
198,25.0,2,0.0
