,D0: Trial,D1: Attackers,D2: Retreat
0,1.0,31,14.0
1,1.0,17,10.0
2,1.0,3,10.0
3,1.0,9,10.0
4,1.0,1,10.0
5,2.0,3,10.0
6,2.0,2,10.0
7,2.0,19,10.0
8,2.0,4,14.0
9,2.0,23,10.0
10,2.0,7,10.0
11,2.0,10,10.0
12,3.0,9,10.0
13,3.0,15,10.0
14,3.0,4,10.0
15,3.0,39,14.0
16,3.0,40,10.0
17,4.0,1,10.0
18,4.0,19,14.0
19,4.0,32,10.0
20,4.0,17,14.0
21,5.0,4,14.0
22,5.0,9,14.0
23,5.0,20,10.0
24,5.0,12,14.0
25,5.0,2,14.0
26,5.0,14,10.0
27,5.0,15,14.0
28,5.0,34,10.0
29,5.0,35,10.0
30,6.0,15,10.0
31,6.0,7,10.0
32,6.0,31,10.0
33,6.0,3,10.0
34,6.0,29,14.0
35,6.0,40,10.0
36,7.0,33,10.0
37,7.0,23,10.0
38,7.0,19,10.0
39,7.0,6,14.0
40,7.0,1,10.0
41,7.0,2,10.0
42,7.0,15,10.0
43,7.0,31,10.0
44,7.0,24,10.0
45,8.0,14,14.0
46,8.0,2,10.0
47,8.0,40,10.0
48,8.0,35,10.0
49,8.0,23,14.0
50,8.0,21,14.0
51,8.0,18,10.0
52,8.0,1,10.0
53,8.0,26,10.0
54,9.0,-1,10.0
55,9.0,1,10.0
56,9.0,28,10.0
57,9.0,19,14.0
58,9.0,21,14.0
59,9.0,6,10.0
60,9.0,26,10.0
61,9.0,4,14.0
62,9.0,27,10.0
63,9.0,40,10.0
64,10.0,3,10.0
65,10.0,23,10.0
66,10.0,32,10.0
67,10.0,34,14.0
68,10.0,28,14.0
69,10.0,40,10.0
70,10.0,27,10.0
71,11.0,2,14.0
72,11.0,1,10.0
73,11.0,35,14.0
74,11.0,29,14.0
75,11.0,27,10.0
76,12.0,5,14.0
77,12.0,4,10.0
78,12.0,15,10.0
79,12.0,21,14.0
80,12.0,1,10.0
81,12.0,2,10.0
82,12.0,12,10.0
83,12.0,19,14.0
84,12.0,40,10.0
85,13.0,3,10.0
86,13.0,1,10.0
87,13.0,21,14.0
88,13.0,5,14.0
89,13.0,19,14.0
90,13.0,6,10.0
91,13.0,35,10.0
92,13.0,37,10.0
93,13.0,4,10.0
94,14.0,21,14.0
95,14.0,6,10.0
96,14.0,19,0.0
97,15.0,32,10.0
98,15.0,12,14.0
99,15.0,1,10.0
100,15.0,27,14.0
101,15.0,21,14.0
102,15.0,28,10.0
103,15.0,3,14.0
104,15.0,4,14.0
105,15.0,15,14.0
106,15.0,6,14.0
107,15.0,34,10.0
108,16.0,24,10.0
109,16.0,21,10.0
110,16.0,1,10.0
111,17.0,6,10.0
112,17.0,27,14.0
113,17.0,-1,14.0
114,17.0,29,0.0
115,17.0,5,10.0
116,17.0,32,14.0
117,17.0,35,14.0
118,17.0,6,0.0
119,18.0,23,10.0
120,18.0,3,10.0
121,18.0,29,10.0
122,18.0,-1,10.0
123,18.0,18,10.0
124,19.0,1,10.0
125,19.0,3,10.0
126,19.0,27,10.0
127,19.0,34,14.0
128,19.0,-1,10.0
129,19.0,5,10.0
130,20.0,28,10.0
131,20.0,-1,10.0
132,20.0,35,14.0
133,21.0,32,14.0
134,21.0,12,14.0
135,21.0,35,10.0
136,21.0,29,10.0
137,22.0,32,10.0
138,22.0,1,10.0
139,22.0,6,10.0
140,22.0,28,10.0
141,22.0,-1,10.0
142,22.0,34,14.0
143,23.0,1,10.0
144,23.0,35,10.0
145,23.0,-1,10.0
146,24.0,32,10.0
147,24.0,28,14.0
148,24.0,34,10.0
149,24.0,18,10.0
150,24.0,-1,14.0
151,25.0,29,10.0
152,25.0,5,10.0
153,25.0,-1,14.0
154,25.0,3,10.0
155,25.0,34,14.0
156,25.0,-1,14.0
