,D0: Trial,D1: Comers
0,7.0,5
1,8.0,11
2,8.0,33
3,8.0,24
4,8.0,27
5,9.0,24
6,9.0,27
7,9.0,33
8,9.0,8
9,9.0,34
10,10.0,32
11,10.0,23
12,10.0,14
13,11.0,6
14,11.0,10
15,11.0,35
16,12.0,-1
17,12.0,32
18,13.0,32
19,13.0,27
20,13.0,-1
21,13.0,7
22,14.0,3
23,14.0,6
24,17.0,27
25,17.0,4
26,18.0,4
27,18.0,-1
28,19.0,-1
29,20.0,11
30,20.0,7
31,22.0,-1
32,22.0,21
33,22.0,-1
34,23.0,7
35,24.0,5
36,24.0,13
37,25.0,4
38,25.0,34
39,25.0,32
