,D0: Trial,D1: Attackers,D2: Retreat
0,1.0,4,10.0
1,1.0,7,10.0
2,1.0,25,14.0
3,1.0,19,10.0
4,1.0,13,10.0
5,1.0,9,10.0
6,1.0,11,10.0
7,1.0,6,14.0
8,1.0,5,10.0
9,1.0,18,10.0
10,1.0,8,14.0
11,1.0,2,10.0
12,2.0,18,10.0
13,2.0,4,14.0
14,2.0,5,10.0
15,2.0,19,10.0
16,2.0,14,10.0
17,2.0,21,10.0
18,2.0,25,10.0
19,2.0,9,10.0
20,2.0,7,10.0
21,3.0,38,10.0
22,3.0,4,10.0
23,3.0,6,14.0
24,3.0,3,10.0
25,3.0,11,10.0
26,3.0,18,14.0
27,3.0,9,10.0
28,4.0,6,10.0
29,4.0,18,10.0
30,4.0,36,10.0
31,5.0,15,10.0
32,5.0,7,10.0
33,5.0,8,10.0
34,5.0,40,10.0
35,6.0,11,10.0
36,6.0,3,14.0
37,6.0,40,10.0
38,7.0,18,10.0
39,7.0,14,10.0
40,7.0,20,10.0
41,7.0,3,10.0
42,7.0,10,10.0
43,7.0,24,10.0
44,7.0,9,10.0
45,7.0,33,10.0
46,7.0,37,10.0
47,8.0,4,10.0
48,8.0,26,10.0
49,8.0,1,10.0
50,8.0,38,14.0
51,8.0,3,10.0
52,8.0,25,14.0
53,8.0,5,10.0
54,9.0,11,14.0
55,9.0,18,14.0
56,9.0,38,14.0
57,10.0,13,14.0
58,10.0,5,14.0
59,11.0,31,0.0
60,11.0,19,0.0
61,11.0,5,0.0
62,11.0,1,0.0
63,11.0,8,0.0
64,11.0,18,0.0
65,12.0,17,14.0
66,12.0,19,10.0
67,12.0,15,10.0
68,12.0,25,14.0
69,12.0,14,14.0
70,12.0,3,10.0
71,12.0,23,14.0
72,13.0,4,14.0
73,13.0,1,14.0
74,13.0,14,14.0
75,13.0,25,10.0
76,13.0,11,10.0
77,13.0,18,10.0
78,13.0,20,14.0
79,14.0,3,10.0
80,14.0,4,14.0
81,14.0,13,14.0
82,14.0,21,10.0
83,14.0,32,10.0
84,14.0,34,14.0
85,14.0,15,10.0
86,14.0,7,14.0
87,15.0,32,14.0
88,15.0,20,10.0
89,15.0,5,10.0
90,15.0,1,10.0
91,15.0,15,10.0
92,15.0,7,10.0
93,15.0,27,0.0
94,15.0,36,10.0
