,D0: Trial,D1: Attackers,D2: Retreat
0,1.0,18,0.0
1,1.0,37,0.0
2,1.0,39,14.0
3,1.0,19,0.0
4,1.0,11,10.0
5,2.0,24,10.0
6,2.0,11,10.0
7,2.0,4,10.0
8,2.0,8,14.0
9,2.0,15,14.0
10,2.0,21,14.0
11,3.0,26,10.0
12,3.0,20,10.0
13,3.0,24,10.0
14,3.0,5,10.0
15,3.0,16,10.0
16,4.0,6,14.0
17,4.0,8,10.0
18,4.0,37,14.0
19,4.0,7,10.0
20,4.0,39,10.0
21,4.0,36,0.0
22,4.0,23,14.0
23,5.0,15,10.0
24,5.0,9,14.0
25,5.0,14,10.0
26,5.0,37,10.0
27,5.0,7,14.0
28,6.0,37,10.0
29,6.0,26,10.0
30,6.0,9,10.0
31,6.0,15,10.0
32,6.0,16,10.0
33,6.0,22,10.0
34,6.0,24,10.0
35,7.0,11,10.0
36,7.0,16,14.0
37,7.0,30,10.0
38,7.0,24,10.0
39,7.0,31,10.0
40,8.0,7,10.0
41,8.0,30,10.0
42,8.0,37,10.0
43,8.0,11,10.0
44,8.0,9,10.0
45,8.0,26,10.0
46,8.0,34,14.0
47,9.0,7,0.0
48,9.0,11,0.0
49,9.0,9,10.0
50,9.0,34,10.0
51,9.0,37,10.0
52,9.0,3,14.0
53,9.0,14,10.0
54,9.0,18,14.0
55,9.0,30,10.0
56,9.0,5,0.0
57,9.0,12,0.0
58,10.0,23,10.0
59,10.0,2,10.0
60,10.0,8,10.0
61,10.0,3,14.0
62,10.0,21,14.0
63,10.0,1,14.0
64,10.0,7,14.0
65,10.0,4,10.0
66,10.0,5,10.0
67,10.0,18,0.0
68,10.0,14,0.0
69,11.0,19,14.0
70,11.0,14,10.0
71,11.0,39,10.0
72,11.0,21,10.0
73,11.0,30,14.0
74,11.0,23,10.0
75,11.0,3,10.0
76,11.0,26,10.0
77,11.0,7,14.0
78,11.0,8,10.0
79,11.0,37,0.0
80,12.0,8,10.0
81,12.0,4,10.0
82,12.0,19,14.0
83,12.0,18,10.0
84,12.0,3,10.0
85,13.0,21,10.0
86,13.0,1,10.0
87,13.0,19,10.0
88,13.0,30,14.0
89,13.0,34,14.0
90,13.0,26,10.0
91,14.0,39,10.0
92,14.0,16,14.0
93,14.0,30,14.0
94,14.0,20,14.0
95,14.0,8,14.0
96,14.0,24,14.0
97,14.0,4,10.0
98,15.0,2,10.0
99,15.0,21,10.0
100,15.0,20,14.0
101,15.0,30,14.0
102,15.0,29,10.0
103,15.0,7,10.0
104,15.0,23,10.0
105,15.0,16,14.0
106,15.0,11,14.0
107,15.0,4,10.0
108,15.0,10,14.0
109,15.0,22,0.0
110,15.0,34,0.0
