,D0: Trial,D1: Attackers,D2: Retreat
125,13.0,24,14.0
126,13.0,34,10.0
127,13.0,39,14.0
128,13.0,36,14.0
129,13.0,22,14.0
130,13.0,18,14.0
131,13.0,4,14.0
132,13.0,-1,14.0
133,13.0,23,10.0
134,13.0,-1,10.0
135,13.0,1,14.0
136,13.0,20,14.0
137,13.0,37,0.0
138,15.0,24,14.0
139,15.0,40,10.0
140,15.0,34,10.0
141,15.0,5,10.0
142,16.0,1,10.0
143,16.0,30,14.0
144,16.0,30,10.0
145,16.0,-1,14.0
146,16.0,6,14.0
147,16.0,14,10.0
148,16.0,39,14.0
149,16.0,5,14.0
150,16.0,26,14.0
151,16.0,25,14.0
152,16.0,34,14.0
153,16.0,33,10.0
154,17.0,-1,10.0
155,17.0,-1,14.0
156,17.0,2,10.0
157,17.0,17,14.0
158,17.0,40,14.0
159,17.0,1,10.0
160,17.0,13,10.0
161,17.0,36,10.0
162,18.0,6,10.0
163,18.0,33,0.0
164,18.0,26,0.0
165,18.0,-1,10.0
166,18.0,22,14.0
167,18.0,31,14.0
168,18.0,-1,10.0
169,18.0,40,10.0
170,18.0,38,10.0
171,18.0,28,0.0
172,19.0,-1,14.0
173,19.0,1,0.0
174,19.0,2,0.0
175,19.0,-1,14.0
176,19.0,-1,14.0
177,19.0,-1,14.0
178,19.0,17,14.0
179,19.0,36,10.0
180,19.0,6,0.0
181,19.0,38,14.0
182,19.0,14,0.0
183,19.0,23,10.0
184,19.0,40,10.0
185,19.0,13,0.0
186,19.0,31,0.0
187,19.0,37,0.0
188,20.0,1,14.0
189,20.0,36,14.0
190,20.0,2,14.0
191,20.0,6,14.0
192,20.0,20,14.0
193,20.0,38,10.0
194,20.0,13,10.0
195,20.0,-1,10.0
196,20.0,-1,10.0
197,20.0,40,10.0
198,21.0,2,10.0
199,21.0,31,0.0
200,21.0,33,14.0
201,21.0,23,14.0
202,21.0,-1,10.0
203,21.0,-1,0.0
204,21.0,4,0.0
205,21.0,36,0.0
206,21.0,40,14.0
207,21.0,14,0.0
208,21.0,-1,14.0
209,22.0,-1,10.0
210,22.0,-1,0.0
211,22.0,31,0.0
212,22.0,4,10.0
213,22.0,22,0.0
214,22.0,23,10.0
215,22.0,13,0.0
216,22.0,6,10.0
217,22.0,14,0.0
218,22.0,-1,14.0
219,22.0,13,0.0
220,22.0,40,0.0
221,23.0,25,10.0
222,23.0,-1,10.0
223,23.0,6,10.0
224,23.0,5,10.0
225,23.0,-1,14.0
226,23.0,40,14.0
227,23.0,37,10.0
228,23.0,7,10.0
229,23.0,33,0.0
230,24.0,-1,0.0
231,24.0,-1,0.0
232,24.0,25,10.0
233,24.0,17,14.0
234,24.0,27,14.0
235,24.0,31,14.0
