,D0: Trial,D1: Attackers,D2: Retreat
0,1.0,33,14.0
1,1.0,27,14.0
2,1.0,11,10.0
3,1.0,38,14.0
4,2.0,38,10.0
5,2.0,40,10.0
6,2.0,32,14.0
7,2.0,9,10.0
8,2.0,7,10.0
9,2.0,12,14.0
10,3.0,27,10.0
11,3.0,12,14.0
12,3.0,38,10.0
13,3.0,33,10.0
14,3.0,14,10.0
15,3.0,4,10.0
16,3.0,30,10.0
17,4.0,27,10.0
18,4.0,14,10.0
19,4.0,12,14.0
20,4.0,36,14.0
21,5.0,36,14.0
22,5.0,12,14.0
23,5.0,37,10.0
24,5.0,13,10.0
25,6.0,30,14.0
26,6.0,27,10.0
27,6.0,32,10.0
28,6.0,37,10.0
29,6.0,21,14.0
30,6.0,35,14.0
31,7.0,12,14.0
32,7.0,39,14.0
33,7.0,5,10.0
34,7.0,22,14.0
35,7.0,30,14.0
36,7.0,35,14.0
37,7.0,-1,14.0
38,8.0,38,10.0
39,8.0,11,10.0
40,8.0,21,14.0
41,8.0,14,10.0
42,9.0,21,10.0
43,9.0,38,10.0
44,10.0,27,14.0
45,10.0,25,14.0
46,10.0,36,10.0
47,10.0,16,10.0
48,10.0,35,14.0
49,10.0,-1,10.0
50,11.0,15,10.0
51,11.0,13,14.0
52,11.0,21,14.0
53,11.0,3,10.0
54,11.0,17,10.0
55,12.0,12,14.0
56,12.0,5,14.0
57,12.0,38,14.0
58,12.0,21,10.0
59,12.0,40,14.0
60,13.0,21,10.0
61,13.0,40,14.0
62,14.0,11,10.0
63,14.0,17,10.0
64,14.0,38,14.0
65,14.0,13,10.0
66,14.0,12,14.0
67,14.0,33,14.0
68,14.0,21,10.0
69,15.0,30,10.0
70,15.0,28,10.0
71,15.0,32,10.0
72,15.0,4,10.0
73,15.0,13,10.0
74,15.0,33,10.0
