,D0: Trial,D1: Attackers,D2: Retreat
171,17.0,30,0.0
172,17.0,4,0.0
173,17.0,29,10.0
174,17.0,31,14.0
175,18.0,34,10.0
176,18.0,30,10.0
177,18.0,27,10.0
178,18.0,5,14.0
179,18.0,4,10.0
180,18.0,15,10.0
181,18.0,12,10.0
182,18.0,23,10.0
183,18.0,13,10.0
184,18.0,26,10.0
185,18.0,14,10.0
186,18.0,22,14.0
187,19.0,26,10.0
188,19.0,1,10.0
189,19.0,25,10.0
190,19.0,14,14.0
191,19.0,15,14.0
192,19.0,22,10.0
193,19.0,6,10.0
194,19.0,5,10.0
195,19.0,13,10.0
196,19.0,37,10.0
197,19.0,23,10.0
198,19.0,21,14.0
199,20.0,6,10.0
200,20.0,15,10.0
201,20.0,25,10.0
202,20.0,38,14.0
203,20.0,13,14.0
204,20.0,26,14.0
205,20.0,10,10.0
206,20.0,21,14.0
207,20.0,23,10.0
208,20.0,18,10.0
209,20.0,16,0.0
210,20.0,14,10.0
211,20.0,31,0.0
212,20.0,40,14.0
213,21.0,36,10.0
214,21.0,27,10.0
215,21.0,2,10.0
216,21.0,11,14.0
217,21.0,22,14.0
218,21.0,30,14.0
219,21.0,25,14.0
220,21.0,21,14.0
221,21.0,8,10.0
222,21.0,34,10.0
223,21.0,35,10.0
224,21.0,10,10.0
225,21.0,16,14.0
226,21.0,40,10.0
227,21.0,6,10.0
228,22.0,38,10.0
229,22.0,11,10.0
230,22.0,27,10.0
231,22.0,23,10.0
232,22.0,3,10.0
233,22.0,26,10.0
234,22.0,37,14.0
235,22.0,6,10.0
236,22.0,30,10.0
237,22.0,39,10.0
238,22.0,28,10.0
239,22.0,12,14.0
240,22.0,33,0.0
241,22.0,16,14.0
242,22.0,8,10.0
243,22.0,18,10.0
244,22.0,34,10.0
245,22.0,4,14.0
246,22.0,40,0.0
247,23.0,5,10.0
248,23.0,22,10.0
249,23.0,38,10.0
250,23.0,29,10.0
251,23.0,21,14.0
252,23.0,4,14.0
253,23.0,33,14.0
254,23.0,14,0.0
255,23.0,30,10.0
256,23.0,17,10.0
257,23.0,9,0.0
258,23.0,11,14.0
259,23.0,8,14.0
260,23.0,2,0.0
261,23.0,18,10.0
262,23.0,16,10.0
263,23.0,24,10.0
264,24.0,12,10.0
265,24.0,17,10.0
266,24.0,23,10.0
267,24.0,19,14.0
268,24.0,22,10.0
269,24.0,31,14.0
270,24.0,1,10.0
271,24.0,39,10.0
272,24.0,30,14.0
273,24.0,14,10.0
274,24.0,32,10.0
275,24.0,5,10.0
276,24.0,21,10.0
277,24.0,11,14.0
278,24.0,28,14.0
279,24.0,18,10.0
280,24.0,13,14.0
281,24.0,26,10.0
282,24.0,16,10.0
283,24.0,36,0.0
284,24.0,4,10.0
285,25.0,39,10.0
286,25.0,3,10.0
287,25.0,6,10.0
288,25.0,35,10.0
289,25.0,21,10.0
290,25.0,28,10.0
291,25.0,27,10.0
292,25.0,10,10.0
293,25.0,32,10.0
