,D0: Trial,D1: Attackers,D2: Retreat
0,1.0,22,10.0
1,1.0,28,10.0
2,1.0,11,10.0
3,2.0,21,10.0
4,2.0,24,10.0
5,2.0,28,10.0
6,2.0,19,10.0
7,2.0,36,10.0
8,2.0,9,10.0
9,3.0,19,10.0
10,3.0,20,10.0
11,3.0,4,10.0
12,5.0,29,10.0
13,5.0,24,10.0
14,5.0,9,10.0
15,5.0,2,10.0
16,6.0,11,10.0
17,6.0,9,14.0
18,7.0,11,10.0
19,7.0,24,10.0
20,7.0,16,10.0
21,7.0,-1,10.0
22,7.0,7,10.0
23,8.0,-1,10.0
24,8.0,16,10.0
25,8.0,28,10.0
26,8.0,19,14.0
27,8.0,22,10.0
28,9.0,36,10.0
29,9.0,19,14.0
30,10.0,2,10.0
31,10.0,11,10.0
32,10.0,9,14.0
33,11.0,19,10.0
34,11.0,24,10.0
35,11.0,16,10.0
36,12.0,29,10.0
37,12.0,24,10.0
38,12.0,20,10.0
39,12.0,2,14.0
40,13.0,16,10.0
41,13.0,2,10.0
42,13.0,11,10.0
43,13.0,24,10.0
44,14.0,11,10.0
45,14.0,17,10.0
46,14.0,24,10.0
47,15.0,-1,10.0
48,15.0,19,10.0
49,15.0,29,10.0
50,15.0,11,10.0
51,15.0,17,10.0
52,15.0,36,10.0
53,15.0,22,10.0
54,15.0,-1,10.0
55,15.0,12,10.0
