,D0: Trial,D1: Attackers,D2: Retreat
0,1.0,16,14.0
1,1.0,39,14.0
2,1.0,22,10.0
3,1.0,1,14.0
4,2.0,19,0.0
5,2.0,21,10.0
6,2.0,27,14.0
7,2.0,10,14.0
8,2.0,18,14.0
9,2.0,8,14.0
10,2.0,25,10.0
11,2.0,12,14.0
12,2.0,32,0.0
13,2.0,37,0.0
14,2.0,24,14.0
15,2.0,38,0.0
16,2.0,14,0.0
17,3.0,10,14.0
18,3.0,31,10.0
19,4.0,9,10.0
20,4.0,7,10.0
21,4.0,21,10.0
22,4.0,20,10.0
23,4.0,16,10.0
24,4.0,32,10.0
25,4.0,27,10.0
26,4.0,19,10.0
27,5.0,23,14.0
28,5.0,13,14.0
29,5.0,8,10.0
30,5.0,1,10.0
31,6.0,24,14.0
32,6.0,21,10.0
33,6.0,-1,10.0
34,6.0,30,14.0
35,6.0,-1,10.0
36,6.0,29,14.0
37,6.0,16,10.0
38,7.0,1,0.0
39,7.0,17,10.0
40,7.0,9,14.0
41,7.0,19,10.0
42,8.0,7,10.0
43,8.0,19,10.0
44,8.0,-1,10.0
45,8.0,10,14.0
46,8.0,32,14.0
47,8.0,39,14.0
48,8.0,17,14.0
49,9.0,-1,10.0
50,9.0,37,14.0
51,9.0,22,14.0
52,10.0,16,10.0
53,10.0,15,14.0
54,10.0,27,14.0
55,10.0,-1,14.0
56,10.0,-1,10.0
57,10.0,21,10.0
58,10.0,8,10.0
59,10.0,7,14.0
60,10.0,4,10.0
61,12.0,18,10.0
62,12.0,40,14.0
63,12.0,11,10.0
64,12.0,29,14.0
65,12.0,37,10.0
66,13.0,-1,14.0
67,13.0,20,10.0
68,13.0,27,10.0
69,14.0,26,10.0
70,14.0,27,10.0
71,15.0,29,14.0
72,15.0,-1,0.0
73,15.0,21,10.0
74,15.0,37,14.0
75,15.0,3,14.0
76,15.0,35,14.0
77,15.0,39,10.0
