,D0: Trial,D1: Comers
0,7.0,4
1,7.0,23
2,7.0,8
3,7.0,35
4,9.0,8
5,12.0,17
6,12.0,23
7,12.0,-1
8,13.0,8
9,14.0,3
10,15.0,39
11,16.0,17
12,16.0,8
13,18.0,8
14,18.0,-1
15,18.0,24
16,20.0,39
17,21.0,1
18,21.0,19
19,21.0,30
20,21.0,26
21,21.0,12
22,22.0,28
23,22.0,-1
24,22.0,-1
25,23.0,1
26,23.0,-1
