,D0: Trial,D1: Comers
0,1.0,8
1,2.0,-1
2,2.0,-1
3,6.0,21
4,6.0,38
5,8.0,31
6,8.0,14
7,9.0,16
8,9.0,15
9,9.0,36
10,10.0,37
11,10.0,24
12,10.0,30
13,11.0,9
14,11.0,1
15,12.0,37
16,12.0,1
17,12.0,26
18,13.0,7
19,14.0,32
20,14.0,4
21,14.0,7
22,15.0,37
23,16.0,7
24,16.0,21
25,16.0,19
26,17.0,37
27,17.0,36
28,18.0,26
29,18.0,37
30,19.0,26
31,20.0,37
32,20.0,18
33,22.0,36
34,22.0,19
35,23.0,6
36,23.0,19
37,24.0,6
38,24.0,7
