,D0: Trial,D1: Attackers,D2: Retreat
0,1.0,29,14.0
1,1.0,25,14.0
2,1.0,26,14.0
3,1.0,35,10.0
4,1.0,2,10.0
5,1.0,30,14.0
6,1.0,23,10.0
7,2.0,28,10.0
8,2.0,32,10.0
9,2.0,29,10.0
10,2.0,19,10.0
11,3.0,11,10.0
12,3.0,13,14.0
13,3.0,23,0.0
14,3.0,12,14.0
15,3.0,33,14.0
16,3.0,21,14.0
17,3.0,16,10.0
18,3.0,32,10.0
19,3.0,3,10.0
20,3.0,35,0.0
21,4.0,29,10.0
22,4.0,4,14.0
23,4.0,9,10.0
24,4.0,15,14.0
25,4.0,32,10.0
26,4.0,20,0.0
27,4.0,6,10.0
28,4.0,5,0.0
29,4.0,17,10.0
30,5.0,2,10.0
31,5.0,29,10.0
32,5.0,21,14.0
33,5.0,5,10.0
34,5.0,23,14.0
35,5.0,26,0.0
36,5.0,11,10.0
37,5.0,35,10.0
38,6.0,21,14.0
39,6.0,32,10.0
40,6.0,6,10.0
41,6.0,40,14.0
42,6.0,12,10.0
43,6.0,7,14.0
44,6.0,14,0.0
45,7.0,15,10.0
46,7.0,14,10.0
47,7.0,17,10.0
48,7.0,18,14.0
49,7.0,27,14.0
50,7.0,38,14.0
51,7.0,12,0.0
52,7.0,2,0.0
53,8.0,5,0.0
54,8.0,32,14.0
55,8.0,24,14.0
56,8.0,40,10.0
57,8.0,26,14.0
58,8.0,12,10.0
59,8.0,29,14.0
60,8.0,4,14.0
61,8.0,9,0.0
62,9.0,23,14.0
63,9.0,12,10.0
64,9.0,40,14.0
65,9.0,4,10.0
66,9.0,24,14.0
67,9.0,38,10.0
68,9.0,8,10.0
69,9.0,36,10.0
70,9.0,10,10.0
71,10.0,9,10.0
72,10.0,17,14.0
73,10.0,40,10.0
74,11.0,2,10.0
75,11.0,4,10.0
76,11.0,11,0.0
77,11.0,26,10.0
78,13.0,11,0.0
79,13.0,4,10.0
80,13.0,17,10.0
81,14.0,40,0.0
82,14.0,20,0.0
83,14.0,9,10.0
84,14.0,26,0.0
85,15.0,18,10.0
86,15.0,2,10.0
87,15.0,8,10.0
88,15.0,15,14.0
89,15.0,4,10.0
90,15.0,9,14.0
91,16.0,18,10.0
92,16.0,26,10.0
93,16.0,24,14.0
94,16.0,9,14.0
95,16.0,15,10.0
96,17.0,13,10.0
97,17.0,9,10.0
98,17.0,24,10.0
99,17.0,2,10.0
100,17.0,18,14.0
101,17.0,4,10.0
102,17.0,12,10.0
103,18.0,37,0.0
104,18.0,9,10.0
105,18.0,4,10.0
106,18.0,2,10.0
107,18.0,12,10.0
108,18.0,40,0.0
109,19.0,26,10.0
110,19.0,4,10.0
111,19.0,40,14.0
112,20.0,23,14.0
113,20.0,29,14.0
114,20.0,2,10.0
115,20.0,11,10.0
116,21.0,23,0.0
117,21.0,11,10.0
118,21.0,4,10.0
119,21.0,2,10.0
120,22.0,2,10.0
121,22.0,40,0.0
122,23.0,3,10.0
123,23.0,4,10.0
124,24.0,9,10.0
125,24.0,4,10.0
